country,year,variety,variety_area_ha,grape_color,grape_yield_tonnes_per_ha,estimated_variety_production_tons
Italy,2000,Lambrusco Marani,2279.8900000000003,red,10.4,23710.856000000003
Italy,2000,Lambrusco Montericco,261.64,red,10.4,2721.056
Italy,2000,Lambrusco Salamino,4146.86,red,10.4,43127.344
Italy,2000,Lambrusco Viadanese,277.05,red,10.4,2881.32
Italy,2000,Lambrusco di Sorbara,1409.3899999999999,red,10.4,14657.655999999999
Italy,2000,Lumassina,110.67999999999999,white,10.4,1151.072
Italy,2000,Maceratino,121.80999999999999,white,10.4,1266.8239999999998
Italy,2000,Magliocco Canino,578.74,red,10.4,6018.896000000001
Italy,2000,Magliocco Dolce,243.29,red,10.4,2530.216
Italy,2000,Maiolica,70.4,red,10.4,732.1600000000001
Italy,2000,Malbo Gentile,106.0,red,10.4,1102.4
Italy,2000,Malvasia Bianca Lunga,3937.25,white,10.4,40947.4
Italy,2000,Malvasia Bianca di Basilicata,874.84,white,10.4,9098.336000000001
Italy,2000,Malvasia Bianca di Candia,11921.05,white,10.4,123978.92
Italy,2000,Malvasia Nera di Basilicata,753.8,red,10.4,7839.5199999999995
Italy,2000,Malvasia Nera di Brindisi,2825.9799999999996,red,10.4,29390.191999999995
Italy,2000,Malvasia del Lazio,2365.6200000000003,white,10.4,24602.448000000004
Italy,2000,Malvasia di Candia Aromatica,1754.01,white,10.4,18241.704
Italy,2000,Malvasia di Casorzo,97.55,red,10.4,1014.52
Italy,2000,Malvasia di Lipari,494.48,white,10.4,5142.592000000001
Italy,2000,Malvasia di Schierano,180.5,red,10.4,1877.2
Italy,2000,Malvazija Istarska,424.7,white,10.4,4416.88
Italy,2000,Mammolo,137.68,red,10.4,1431.872
Italy,2000,Manzoni Bianco,8289.55,white,10.4,86211.31999999999
Italy,2000,Marsanne,48.58,white,10.4,505.232
Italy,2000,Marzemina Bianca,78.2,white,10.4,813.2800000000001
Italy,2000,Marzemino,994.1,red,10.4,10338.640000000001
Italy,2000,Mayolet,3.87,red,10.4,40.248000000000005
Italy,2000,Mazuelo,1720.6200000000001,red,10.4,17894.448
Italy,2000,Mazzese,79.82000000000001,red,10.4,830.1280000000002
Italy,2000,Melara,12.940000000000001,white,10.4,134.57600000000002
Italy,2000,Merlot,21861.43,red,10.4,227358.872
Italy,2000,Minella Bianca,72.91,white,10.4,758.264
Italy,2000,Molinara,1300.77,red,10.4,13528.008
Italy,2000,Monica Nera,2834.92,red,10.4,29483.168
Italy,2000,Montepulciano,28679.230000000003,red,10.4,298263.992
Italy,2000,Montonico Bianco,646.66,white,10.4,6725.264
Italy,2000,Montu,1091.25,white,10.4,11349.0
Italy,2000,Morone,21.95,red,10.4,228.28
Italy,2000,Moscatello Selvatico,105.26,white,10.4,1094.7040000000002
Italy,2000,Moscato Giallo,344.90000000000003,white,10.4,3586.9600000000005
Italy,2000,Moscato Rosa del Trentino,93.14,red,10.4,968.6560000000001
Italy,2000,Moscato di Scanzo,72.61,red,10.4,755.144
Italy,2000,Moscato di Terracina,229.31,white,10.4,2384.824
Italy,2000,Mostosa,94.87,white,10.4,986.648
Italy,2000,Muscat Blanc à Petits Grains,13015.51,white,10.4,135361.304
Italy,2000,Muscat of Alexandria,1157.25,white,10.4,12035.4
Italy,2000,Muscat of Hamburg,198.86,red,10.4,2068.1440000000002
Italy,2000,Müller-Thurgau,996.0799999999999,white,10.4,10359.232
Italy,2000,Nasco,166.06,white,10.4,1727.0240000000001
Italy,2000,Nebbiera,19.580000000000002,red,10.4,203.63200000000003
Italy,2000,Nebbiolo,4777.950000000001,red,10.4,49690.68000000001
Italy,2000,Negretto,279.88,red,10.4,2910.752
Italy,2000,Negroamaro,16618.87,red,10.4,172836.248
Italy,2000,Ner d'Ala,7.77,red,10.4,80.80799999999999
Italy,2000,Nerello Cappuccio,1501.13,red,10.4,15611.752000000002
Italy,2000,Nerello Mascalese,4167.179999999999,red,10.4,43338.672
Italy,2000,Neretta Cuneese,373.91999999999996,red,10.4,3888.7679999999996
Italy,2000,Neretto di Bairo,52.510000000000005,red,10.4,546.104
Italy,2000,Nero Buono di Cori,113.78,red,10.4,1183.3120000000001
Italy,2000,Nero d'Avola,11318.14,red,10.4,117708.656
Italy,2000,Nero di Troia,1765.3799999999999,red,10.4,18359.952
Italy,2000,Neyret,75.82000000000001,red,10.4,788.5280000000001
Italy,2000,Nieddera,58.19,red,10.4,605.176
Italy,2000,Nigra,7.17,red,10.4,74.568
Italy,2000,Nocera,26.939999999999998,red,10.4,280.176
Italy,2000,Nosiola,191.31,white,10.4,1989.624
Italy,2000,Notardomenico,13.129999999999999,red,10.4,136.552
Italy,2000,Nuragus,3185.85,white,10.4,33132.840000000004
Italy,2000,Ortrugo,485.02,white,10.4,5044.208
Italy,2000,Pampanuto,277.45,white,10.4,2885.48
Italy,2000,Parraleta,140.69,red,10.4,1463.176
Italy,2000,Pascale,1572.78,red,10.4,16356.912
Italy,2000,Passau,11.97,red,10.4,124.48800000000001
Italy,2000,Passerina,715.33,white,10.4,7439.432000000001
Italy,2000,Pavana,68.55,red,10.4,712.92
Italy,2000,Pecorello,16.38,white,10.4,170.352
Italy,2000,Pecorino,86.51,white,10.4,899.7040000000001
Italy,2000,Pelaverga,27.540000000000003,red,10.4,286.41600000000005
Italy,2000,Pelaverga Piccolo,23.72,red,10.4,246.688
Italy,2000,Perera,24.720000000000002,white,10.4,257.088
Italy,2000,Perricone,579.63,red,10.4,6028.152
Italy,2000,Petit Rouge,100.33,red,10.4,1043.432
Italy,2000,Petit Verdot,60.78,red,10.4,632.1120000000001
Italy,2000,Piccola Nera,17.19,grey_or_gris,10.4,178.776
Italy,2000,Picolit,92.85,white,10.4,965.64
Italy,2000,Piculit Neri,126.17,red,10.4,1312.1680000000001
Italy,2000,Piedirosso,896.14,red,10.4,9319.856
Italy,2000,Pignola Valtellinese,69.94,red,10.4,727.376
Italy,2000,Pignoletto,6009.44,white,10.4,62498.176
Italy,2000,Pignolo,18.43,red,10.4,191.672
Italy,2000,Pinella,66.21,white,10.4,688.584
Italy,2000,Pinot Blanc,4993.07,white,10.4,51927.928
Italy,2000,Pinot Gris,6608.43,grey_or_gris,10.4,68727.672
Italy,2000,Pinot Meunier,9.81,red,10.4,102.02400000000002
Italy,2000,Pinot Noir,3287.0,red,10.4,34184.8
Italy,2000,Plassa,40.74,red,10.4,423.696
Italy,2000,Pollera Nera,19.23,red,10.4,199.99200000000002
Italy,2000,Prie,35.78,white,10.4,372.112
Italy,2000,Primetta,17.25,grey_or_gris,10.4,179.4
Italy,2000,Prodest,2.39,red,10.4,24.856
Italy,2000,Prosecco,7498.009999999999,white,10.4,77979.30399999999
Italy,2000,Prunesta,92.45,red,10.4,961.48
Italy,2000,Quagliano,8.27,red,10.4,86.008
Italy,2000,Raboso Piave,1269.73,red,10.4,13205.192000000001
Italy,2000,Raboso Veronese,306.55,red,10.4,3188.1200000000003
Italy,2000,Rebo,37.01,red,10.4,384.904
Italy,2000,Refosco dal Peduncolo Rosso,710.59,red,10.4,7390.136
Italy,2000,Refosco di Faedis,255.66,red,10.4,2658.864
Italy,2000,Retagliado Bianco,25.83,white,10.4,268.632
Italy,2000,Ribolla Gialla,279.84,white,10.4,2910.336
Italy,2000,Riesling,599.37,white,10.4,6233.448
Italy,2000,Rollo,117.39999999999999,white,10.4,1220.96
Italy,2000,Rondinella,2797.2599999999998,red,10.4,29091.503999999997
Italy,2000,Rossara Trentina,28.919999999999998,red,10.4,300.768
Italy,2000,Rossese,232.09,red,10.4,2413.7360000000003
Italy,2000,Rossignola,294.71999999999997,red,10.4,3065.0879999999997
Italy,2000,Rossola Nera,102.46,red,10.4,1065.584
Italy,2000,Roussanne,93.52,white,10.4,972.608
Italy,2000,Roussin,2.7399999999999998,red,10.4,28.496
Italy,2000,Ruche,45.779999999999994,red,10.4,476.11199999999997
Italy,2000,Sagrantino,351.33000000000004,red,10.4,3653.8320000000003
Italy,2000,San Giuseppe Nero,347.76,red,10.4,3616.704
Italy,2000,San Lunardo,21.75,white,10.4,226.20000000000002
Italy,2000,San Martino,44.21,red,10.4,459.78400000000005
Italy,2000,San Michele,120.19000000000001,red,10.4,1249.976
Italy,2000,Sangiovese,62760.84,red,10.4,652712.736
Italy,2000,Santa Maria,14.719999999999999,white,10.4,153.088
Italy,2000,Sauvignon Blanc,3312.46,white,10.4,34449.584
Italy,2000,Sauvignonasse,4517.06,white,10.4,46977.424000000006
Italy,2000,Schiava,1230.67,red,10.4,12798.968
Italy,2000,Schiava Gentile,1158.41,red,10.4,12047.464000000002
Italy,2000,Schiava Grigia,78.72,red,10.4,818.688
Italy,2000,Schiava Grossa,1258.71,red,10.4,13090.584
Italy,2000,Schioppettino,93.28,red,10.4,970.1120000000001
Italy,2000,Sciaglin,3.6500000000000004,white,10.4,37.96000000000001
Italy,2000,Sciascinoso,252.81,red,10.4,2629.224
Italy,2000,Semidano,48.33,white,10.4,502.632
Italy,2000,Sgavetta,60.65,red,10.4,630.76
Italy,2000,Silvaner,111.69,white,10.4,1161.576
Italy,2000,Sirio,22.71,white,10.4,236.18400000000003
Italy,2000,Soperga,31.83,red,10.4,331.032
Italy,2000,Susumaniello,61.85,red,10.4,643.24
Italy,2000,Syrah,1025.2,red,10.4,10662.080000000002
Italy,2000,Sémillon,7.7,white,10.4,80.08
Italy,2000,Tannat,43.85,red,10.4,456.04
Italy,2000,Tazzelenghe,67.66,red,10.4,703.664
Italy,2000,Tempranillo,6.76,red,10.4,70.304
Italy,2000,Teroldego,681.5999999999999,red,10.4,7088.639999999999
Italy,2000,Terrano,193.55,red,10.4,2012.9200000000003
Italy,2000,Timorasso,18.54,white,10.4,192.816
Italy,2000,Torbato,138.95000000000002,white,10.4,1445.0800000000002
Italy,2000,Trebbiano Giallo,3983.9,white,10.4,41432.560000000005
Italy,2000,Trebbiano Modenese,583.49,white,10.4,6068.296
Italy,2000,Trebbiano Romagnolo,19491.75,white,10.4,202714.2
Italy,2000,Trebbiano Spoletino,241.63,white,10.4,2512.952
Italy,2000,Trebbiano Toscano,39447.01,white,10.4,410248.90400000004
Italy,2000,Trebbiano d'Abruzzo,8435.13,white,10.4,87725.352
Italy,2000,Trevisana Nera,33.3,red,10.4,346.32
Italy,2000,Tribidrag,7828.31,red,10.4,81414.42400000001
Italy,2000,Ucelut,10.430000000000001,white,10.4,108.47200000000002
Italy,2000,Uva Rara,570.3,red,10.4,5931.12
Italy,2000,Uva Tosca,83.53999999999999,red,10.4,868.8159999999999
Italy,2000,Valentino Nero,56.230000000000004,red,10.4,584.792
Italy,2000,Vega,27.23,white,10.4,283.192
Italy,2000,Verdea,107.28,white,10.4,1115.712
Italy,2000,Verdeca,2208.38,white,10.4,22967.152000000002
Italy,2000,Verdello,661.7199999999999,white,10.4,6881.887999999999
Italy,2000,Verdesse,4.58,white,10.4,47.632000000000005
Italy,2000,Verdicchio Bianco,5042.84,white,10.4,52445.536
Italy,2000,Verdiso,71.14,white,10.4,739.856
Italy,2000,Verduschia,14.61,white,10.4,151.944
Italy,2000,Verduzzo Friulano,1591.95,white,10.4,16556.280000000002
Italy,2000,Verduzzo Trevigiano,1657.32,white,10.4,17236.128
Italy,2000,Vermentino,3200.73,white,10.4,33287.592000000004
Italy,2000,Vermentino Nero,143.24,red,10.4,1489.6960000000001
Italy,2000,Vernaccia di Oristano,565.35,white,10.4,5879.64
Italy,2000,Vernaccia di San Gimignano,854.1399999999999,white,10.4,8883.055999999999
Italy,2000,Vespaiola,104.55,white,10.4,1087.32
Italy,2000,Vespolina,103.37,red,10.4,1075.048
Italy,2000,Vien de Nus,25.400000000000002,red,10.4,264.16
Italy,2000,Viognier,26.66,white,10.4,277.264
Italy,2000,Vitovska,41.97,white,10.4,436.488
Italy,2000,Vuillermin,0.09,red,10.4,0.9359999999999999
Italy,2000,other red,9102.99,red,10.4,94671.096
Italy,2000,other white,8022.83,white,10.4,83437.432
Italy,2010,Abbuoto,37.06,red,10.0,370.6
Italy,2010,Abrusco,423.05,red,10.0,4230.5
Italy,2010,Afus Ali,320.91,white,10.0,3209.1000000000004
Italy,2010,Aglianico,9910.42,red,10.0,99104.2
Italy,2010,Aglianicone,62.43,red,10.0,624.3
Italy,2010,Albana,1522.75,white,10.0,15227.5
Italy,2010,Albanello,17.71,white,10.0,177.10000000000002
Italy,2010,Albaranzeuli Bianco,6.859999999999999,white,10.0,68.6
Italy,2010,Albaranzeuli Nero,49.449999999999996,red,10.0,494.49999999999994
Italy,2010,Albarola,196.71,white,10.0,1967.1000000000001
Italy,2010,Albarossa,80.05,red,10.0,800.5
Italy,2010,Aleatico,332.5,red,10.0,3325.0
Italy,2010,Alicante Henri Bouschet,645.29,red,10.0,6452.9
Italy,2010,Alionza,10.59,white,10.0,105.9
Italy,2010,Ancellotta,4342.78,red,10.0,43427.799999999996
Italy,2010,Arneis,969.8899999999999,white,10.0,9698.899999999998
Italy,2010,Arvesiniadu,29.91,white,10.0,299.1
Italy,2010,Arvine,18.669999999999998,white,10.0,186.7
Italy,2010,Avana,27.52,red,10.0,275.2
Italy,2010,Avarengo,987.25,red,10.0,9872.5
Italy,2010,Baratuciat,1.7,white,10.0,17.0
Italy,2010,Barbera,20523.88,red,10.0,205238.80000000002
Italy,2010,Barbera Bianca,180.98,white,10.0,1809.8
Italy,2010,Barbera Sarda,83.92999999999999,red,10.0,839.3
Italy,2010,Barsaglina,17.06,red,10.0,170.6
Italy,2010,Bellone,511.18,white,10.0,5111.8
Italy,2010,Biancame,2599.08,white,10.0,25990.8
Italy,2010,Bianchetta Trevigiana,13.44,white,10.0,134.4
Italy,2010,Bianco d'Alessano,419.24,white,10.0,4192.4
Italy,2010,Biancolella,163.60999999999999,white,10.0,1636.1
Italy,2010,Biancone di Portoferraio,77.76,white,10.0,777.6
Italy,2010,Blauer Portugieser,167.17,red,10.0,1671.6999999999998
Italy,2010,Blauer Wildbacher,2.62,red,10.0,26.200000000000003
Italy,2010,Blaufränkisch,58.949999999999996,red,10.0,589.5
Italy,2010,Bombino Bianco,1229.03,white,10.0,12290.3
Italy,2010,Bombino Nero,1200.91,red,10.0,12009.1
Italy,2010,Bonamico,26.33,red,10.0,263.29999999999995
Italy,2010,Bonarda Piemontese,5.96,red,10.0,59.6
Italy,2010,Bonda,6.8500000000000005,red,10.0,68.5
Italy,2010,Bosco,81.86,white,10.0,818.6
Italy,2010,Bracciola Nera,26.07,red,10.0,260.7
Italy,2010,Brachetto del Piemonte,1459.81,red,10.0,14598.099999999999
Italy,2010,Bric,2.27,red,10.0,22.7
Italy,2010,Bronner,5.98,white,10.0,59.800000000000004
Italy,2010,Bussanello,11.969999999999999,white,10.0,119.69999999999999
Italy,2010,Cabernet Franc,6313.68,red,10.0,63136.8
Italy,2010,Cabernet Sauvignon,13724.48,red,10.0,137244.8
Italy,2010,Caddiu,308.88,red,10.0,3088.8
Italy,2010,Caloria,108.02,red,10.0,1080.2
Italy,2010,Canaiolo Nero,1068.3700000000001,red,10.0,10683.7
Italy,2010,Capolongo,5.07,white,10.0,50.7
Italy,2010,Carica l'Asino,17.42,white,10.0,174.20000000000002
Italy,2010,Carmenère,1073.59,red,10.0,10735.9
Italy,2010,Carricante,204.58999999999997,white,10.0,2045.8999999999996
Italy,2010,Casavecchia,135.79000000000002,red,10.0,1357.9
Italy,2010,Casetta,12.49,red,10.0,124.9
Italy,2010,Castiglione,18.31,red,10.0,183.1
Italy,2010,Catalanesca,53.72,white,10.0,537.2
Italy,2010,Catanese Nero,14.73,red,10.0,147.3
Italy,2010,Catarratto Bianco,34794.24,white,10.0,347942.39999999997
Italy,2010,Cavrara,23.1,red,10.0,231.0
Italy,2010,Cellerina,1.6,red,10.0,16.0
Italy,2010,Centesimino,23.82,red,10.0,238.2
Italy,2010,Cesanese,679.37,red,10.0,6793.7
Italy,2010,Chardonnay,19709.4,white,10.0,197094.0
Italy,2010,Chasselas,33.53,white,10.0,335.3
Italy,2010,Chatus,13.309999999999999,red,10.0,133.1
Italy,2010,Chenin Blanc,45.120000000000005,white,10.0,451.20000000000005
Italy,2010,Cianorie,2.45,red,10.0,24.5
Italy,2010,Ciliegiolo,1829.95,red,10.0,18299.5
Italy,2010,Cinsaut,51.199999999999996,red,10.0,511.99999999999994
Italy,2010,Cividin,4.13,white,10.0,41.3
Italy,2010,Clairette,183.02,white,10.0,1830.2
Italy,2010,Cococciola,982.7400000000001,white,10.0,9827.400000000001
Italy,2010,Coda di Volpe Bianca,586.47,white,10.0,5864.700000000001
Italy,2010,Colombana Nera,38.1,red,10.0,381.0
Italy,2010,Corbina Vicentina,12.260000000000002,red,10.0,122.60000000000002
Italy,2010,Cordenossa,5.16,red,10.0,51.6
Italy,2010,Cornalin,11.290000000000001,red,10.0,112.9
Italy,2010,Cornarea,13.25,red,10.0,132.5
Italy,2010,Cortese,2952.6000000000004,white,10.0,29526.000000000004
Italy,2010,Corvina Veronese,7476.969999999999,red,10.0,74769.7
Italy,2010,Corvinone,929.26,red,10.0,9292.6
Italy,2010,Cove,6.48,white,10.0,64.80000000000001
Italy,2010,Croatina,5684.23,red,10.0,56842.299999999996
Italy,2010,Crovassa,0.25,red,10.0,2.5
Italy,2010,Côt,260.36,red,10.0,2603.6000000000004
Italy,2010,Damaschino,220.91000000000003,white,10.0,2209.1000000000004
Italy,2010,Dindarella,6.88,red,10.0,68.8
Italy,2010,Diolinoir,2.32,red,10.0,23.2
Italy,2010,Dolcetto,6128.38,red,10.0,61283.8
Italy,2010,Dolciame,10.540000000000001,white,10.0,105.4
Italy,2010,Douce Noire,820.9100000000001,red,10.0,8209.1
Italy,2010,Doux d'Henry,9.4,red,10.0,94.0
Italy,2010,Drupeggio,286.11,white,10.0,2861.1000000000004
Italy,2010,Durella,469.54,white,10.0,4695.400000000001
Italy,2010,Enantio,724.45,red,10.0,7244.5
Italy,2010,Erbaluce,319.40000000000003,white,10.0,3194.0000000000005
Italy,2010,Erbamat,24.169999999999998,white,10.0,241.7
Italy,2010,Ervi,4.23,red,10.0,42.300000000000004
Italy,2010,Falanghina,3037.4,white,10.0,30374.0
Italy,2010,Fenile,5.46,white,10.0,54.6
Italy,2010,Fertilia,3.39,red,10.0,33.9
Italy,2010,Fiano,1376.84,white,10.0,13768.4
Italy,2010,Flavis,3.12,white,10.0,31.200000000000003
Italy,2010,Fogarina,5.13,red,10.0,51.3
Italy,2010,Foglia Tonda,101.49,red,10.0,1014.9
Italy,2010,Forastera,56.449999999999996,white,10.0,564.5
Italy,2010,Forgiarin,4.0,red,10.0,40.0
Italy,2010,Forsellina,7.180000000000001,red,10.0,71.80000000000001
Italy,2010,Fortana,642.4,red,10.0,6424.0
Italy,2010,Francavidda,12.7,white,10.0,127.0
Italy,2010,Frappato,752.33,red,10.0,7523.3
Italy,2010,Freisa,1041.24,red,10.0,10412.4
Italy,2010,Fubiano,9.19,white,10.0,91.89999999999999
Italy,2010,Fumin,31.36,red,10.0,313.6
Italy,2010,Gaglioppo,4213.67,red,10.0,42136.7
Italy,2010,Gamaret,19.89,red,10.0,198.9
Italy,2010,Gamay Noir,122.14999999999999,red,10.0,1221.5
Italy,2010,Gamba Rossa,0.61,red,10.0,6.1
Italy,2010,Garanoir,13.19,red,10.0,131.9
Italy,2010,Garganega,15375.03,white,10.0,153750.30000000002
Italy,2010,Garnacha Tinta,6372.24,red,10.0,63722.399999999994
Italy,2010,Gewürztraminer,1408.42,white,10.0,14084.2
Italy,2010,Ginestra,3.75,white,10.0,37.5
Italy,2010,Giro Nero,199.73,red,10.0,1997.3
Italy,2010,Goldtraminer,9.08,white,10.0,90.8
Italy,2010,Gosen,1.31,red,10.0,13.100000000000001
Italy,2010,Graciano,469.33,red,10.0,4693.3
Italy,2010,Grapariol,2.1799999999999997,white,10.0,21.799999999999997
Italy,2010,Graševina,1568.23,white,10.0,15682.3
Italy,2010,Grechetto Rosso,48.92,red,10.0,489.20000000000005
Italy,2010,Grechetto di Orvieto,1501.31,white,10.0,15013.099999999999
Italy,2010,Greco,157.91,white,10.0,1579.1
Italy,2010,Greco Bianco,1604.03,white,10.0,16040.3
Italy,2010,Greco Nero,826.6099999999999,red,10.0,8266.099999999999
Italy,2010,Grignolino,915.05,red,10.0,9150.5
Italy,2010,Grillo,6294.51,white,10.0,62945.100000000006
Italy,2010,Groppello Gentile,326.40000000000003,red,10.0,3264.0000000000005
Italy,2010,Groppello di Mocasina,80.99,red,10.0,809.9
Italy,2010,Groppello di Revo,12.19,red,10.0,121.89999999999999
Italy,2010,Grüner Veltliner,164.92,white,10.0,1649.1999999999998
Italy,2010,Guardavalle,33.47,white,10.0,334.7
Italy,2010,Hrvatica,115.69,red,10.0,1156.9
Italy,2010,Impigno,7.03,white,10.0,70.3
Italy,2010,Incrocio Bianco Fedit 51,4.74,white,10.0,47.400000000000006
Italy,2010,Incrocio Bruni 54,12.19,white,10.0,121.89999999999999
Italy,2010,Incrocio Manzoni 2.15,85.83,red,10.0,858.3
Italy,2010,Incrocio Terzi 1,43.54,red,10.0,435.4
Italy,2010,Invernenga,6.51,white,10.0,65.1
Italy,2010,Inzolia,6132.51,white,10.0,61325.100000000006
Italy,2010,Italica,367.44,white,10.0,3674.4
Italy,2010,Kerner,82.72999999999999,white,10.0,827.3
Italy,2010,Korinthiaki,50.19,red,10.0,501.9
Italy,2010,Königin der Weingärten,61.04,white,10.0,610.4
Italy,2010,Lacrima di Morro d'Alba,420.71,red,10.0,4207.099999999999
Italy,2010,Lagarino Bianco,22.74,white,10.0,227.39999999999998
Italy,2010,Lagrein,653.5,red,10.0,6535.0
Italy,2010,Lambrusca di Alessandria,137.21,red,10.0,1372.1000000000001
Italy,2010,Lambrusco Barghi,18.32,red,10.0,183.2
Italy,2010,Lambrusco Grasparossa,2725.94,red,10.0,27259.4
Italy,2010,Lambrusco Maestri,2222.68,red,10.0,22226.8
Italy,2010,Lambrusco Marani,1393.57,red,10.0,13935.699999999999
Italy,2010,Lambrusco Montericco,70.18,red,10.0,701.8000000000001
Italy,2010,Lambrusco Oliva,111.52,red,10.0,1115.2
Italy,2010,Lambrusco Salamino,5002.82,red,10.0,50028.2
Italy,2010,Lambrusco Viadanese,240.44000000000003,red,10.0,2404.4
Italy,2010,Lambrusco di Sorbara,1605.73,red,10.0,16057.3
Italy,2010,Lecinaro,0.66,red,10.0,6.6000000000000005
Italy,2010,Lumassina,97.60000000000001,white,10.0,976.0000000000001
Italy,2010,Maceratino,176.63,white,10.0,1766.3
Italy,2010,Magliocco Canino,538.6,red,10.0,5386.0
Italy,2010,Magliocco Dolce,86.64,red,10.0,866.4
Italy,2010,Maiolica,26.07,red,10.0,260.7
Italy,2010,Maiolina,1.48,red,10.0,14.8
Italy,2010,Malbo Gentile,210.51,red,10.0,2105.1
Italy,2010,Malvasia Bianca Lunga,2258.76,white,10.0,22587.600000000002
Italy,2010,Malvasia Bianca di Basilicata,210.04,white,10.0,2100.4
Italy,2010,Malvasia Bianca di Candia,9230.77,white,10.0,92307.70000000001
Italy,2010,Malvasia Nera Lunga,38.35,red,10.0,383.5
Italy,2010,Malvasia Nera di Basilicata,114.09,red,10.0,1140.9
Italy,2010,Malvasia Nera di Brindisi,1281.1299999999999,red,10.0,12811.3
Italy,2010,Malvasia del Lazio,590.46,white,10.0,5904.6
Italy,2010,Malvasia di Candia Aromatica,926.5899999999999,white,10.0,9265.9
Italy,2010,Malvasia di Casorzo,107.25,red,10.0,1072.5
Italy,2010,Malvasia di Lipari,167.21,white,10.0,1672.1000000000001
Italy,2010,Malvasia di Schierano,88.88999999999999,red,10.0,888.8999999999999
Italy,2010,Malvazija Istarska,296.09999999999997,white,10.0,2960.9999999999995
Italy,2010,Mammolo,51.69,red,10.0,516.9
Italy,2010,Manzoni Bianco,382.22,white,10.0,3822.2000000000003
Italy,2010,Manzoni Moscato,19.79,red,10.0,197.89999999999998
Italy,2010,Manzoni Rosa,29.2,grey_or_gris,10.0,292.0
Italy,2010,Marsanne,55.11,white,10.0,551.1
Italy,2010,Marzemina Bianca,54.17,white,10.0,541.7
Italy,2010,Marzemino,1089.53,red,10.0,10895.3
Italy,2010,Maturana Blanca,9.6,white,10.0,96.0
Italy,2010,Mayolet,7.3,red,10.0,73.0
Italy,2010,Mazuelo,2022.7,red,10.0,20227.0
Italy,2010,Mazzese,75.96,red,10.0,759.5999999999999
Italy,2010,Melara,2.81,white,10.0,28.1
Italy,2010,Merlese,14.49,red,10.0,144.9
Italy,2010,Merlot,28041.7,red,10.0,280417.0
Italy,2010,Minella Bianca,65.25,white,10.0,652.5
Italy,2010,Molinara,594.6399999999999,red,10.0,5946.399999999999
Italy,2010,Mondeuse Noire,3.8200000000000003,red,10.0,38.2
Italy,2010,Monica Nera,1403.57,red,10.0,14035.699999999999
Italy,2010,Montepulciano,34824.27,red,10.0,348242.69999999995
Italy,2010,Montonico Bianco,734.42,white,10.0,7344.2
Italy,2010,Moradella,5.77,red,10.0,57.699999999999996
Italy,2010,Morone,12.85,red,10.0,128.5
Italy,2010,Moscatello Selvatico,34.75,white,10.0,347.5
Italy,2010,Moscato Giallo,1126.99,white,10.0,11269.9
Italy,2010,Moscato Rosa del Trentino,66.33,red,10.0,663.3
Italy,2010,Moscato di Scanzo,53.18,red,10.0,531.8
Italy,2010,Moscato di Terracina,138.43,white,10.0,1384.3000000000002
Italy,2010,Mostosa,23.79,white,10.0,237.89999999999998
Italy,2010,Muscat Blanc à Petits Grains,11506.380000000001,white,10.0,115063.80000000002
Italy,2010,Muscat Ottonel,0.16,white,10.0,1.6
Italy,2010,Muscat of Alexandria,1520.74,white,10.0,15207.4
Italy,2010,Muscat of Hamburg,73.23,red,10.0,732.3000000000001
Italy,2010,Müller-Thurgau,1312.28,white,10.0,13122.8
Italy,2010,Nascetta,21.080000000000002,white,10.0,210.8
Italy,2010,Nasco,141.4,white,10.0,1414.0
Italy,2010,Nebbiera,12.15,red,10.0,121.5
Italy,2010,Nebbiolo,5535.93,red,10.0,55359.3
Italy,2010,Negretto,75.49,red,10.0,754.9
Italy,2010,Negroamaro,11491.6,red,10.0,114916.0
Italy,2010,Ner d'Ala,30.13,red,10.0,301.3
Italy,2010,Nerello Cappuccio,508.06,red,10.0,5080.6
Italy,2010,Nerello Mascalese,2883.3199999999997,red,10.0,28833.199999999997
Italy,2010,Neretta Cuneese,131.56,red,10.0,1315.6
Italy,2010,Neretto di Bairo,33.95,red,10.0,339.5
Italy,2010,Nero Buono di Cori,134.84,red,10.0,1348.4
Italy,2010,Nero d'Avola,16595.01,red,10.0,165950.09999999998
Italy,2010,Nero di Troia,2572.48,red,10.0,25724.8
Italy,2010,Neyret,40.91,red,10.0,409.09999999999997
Italy,2010,Nieddera,106.73,red,10.0,1067.3
Italy,2010,Nigra,2.5,red,10.0,25.0
Italy,2010,Nocera,14.78,red,10.0,147.79999999999998
Italy,2010,Nosiola,79.25999999999999,white,10.0,792.5999999999999
Italy,2010,Notardomenico,9.66,red,10.0,96.6
Italy,2010,Nuragus,1345.32,white,10.0,13453.199999999999
Italy,2010,Orpicchio,0.5,white,10.0,5.0
Italy,2010,Ortrugo,610.8900000000001,white,10.0,6108.9000000000015
Italy,2010,Oseleta,14.74,red,10.0,147.4
Italy,2010,Pallagrello Bianco,54.519999999999996,white,10.0,545.1999999999999
Italy,2010,Pallagrello Nero,169.27,red,10.0,1692.7
Italy,2010,Pampanaro,4.58,white,10.0,45.8
Italy,2010,Pampanuto,355.73,white,10.0,3557.3
Italy,2010,Paolina,1.4,white,10.0,14.0
Italy,2010,Parraleta,119.18,red,10.0,1191.8000000000002
Italy,2010,Pascale,375.14,red,10.0,3751.3999999999996
Italy,2010,Passau,5.17,red,10.0,51.7
Italy,2010,Passerina,894.21,white,10.0,8942.1
