country,year,variety,variety_area_ha,grape_color,grape_yield_tonnes_per_ha,estimated_variety_production_tons
Chile,2016,Syrah,7994.35,red,10.3,82341.80500000001
Chile,2016,Sémillon,849.37,white,10.3,8748.511
Chile,2016,Tamarugal,0.7,white,10.3,7.21
Chile,2016,Tannat,7.17,red,10.3,73.851
Chile,2016,Tempranillo,127.39,red,10.3,1312.1170000000002
Chile,2016,Tinta Barroca,1.88,red,10.3,19.364
Chile,2016,Torrontés Riojano,643.37,white,10.3,6626.711
Chile,2016,Torrontés Sanjuanino,1771.49,white,10.3,18246.347
Chile,2016,Touriga Nacional,1.69,red,10.3,17.407
Chile,2016,Tribidrag,66.15,red,10.3,681.3450000000001
Chile,2016,Verdejo,2.15,white,10.3,22.145
Chile,2016,Vermentino,0.07,white,10.3,0.7210000000000001
Chile,2016,Viognier,839.46,white,10.3,8646.438
Chile,2022,Aglianico,2.2,red,,
Chile,2022,Ahmeur Bou Ahmeur,0.3,red,,
Chile,2022,Albillo Mayor,0.75,white,,
Chile,2022,Alicante Henri Bouschet,7749.72,red,,
Chile,2022,Alvarinho,9.979999999999999,white,,
Chile,2022,Aramon Noir,0.6799999999999999,red,,
Chile,2022,Arinarnoa,2.5700000000000003,red,,
Chile,2022,Barbera,5.9799999999999995,red,,
Chile,2022,Baroque,1.88,white,,
Chile,2022,Black Prince,1.7899999999999998,red,,
Chile,2022,Blanca Ovoide,44.39,white,,
Chile,2022,Blauer Portugieser,3.86,red,,
Chile,2022,Cabernet Franc,1701.76,red,,
Chile,2022,Cabernet Sauvignon,37207.05000000005,red,,
Chile,2022,Carmenère,10219.62,red,,
Chile,2022,Cesanese,0.1,red,,
Chile,2022,Cesar,10.61,red,,
Chile,2022,Chardonnay,10205.510000000004,white,,
Chile,2022,Chasselas,262.90999999999957,white,,
Chile,2022,Chenin Blanc,40.09,white,,
Chile,2022,Ciliegiolo,0.59,red,,
Chile,2022,Cinsaut,1033.3400000000015,red,,
Chile,2022,Corvina Veronese,1.6199999999999999,red,,
Chile,2022,Crystal,3.3,white,,
Chile,2022,Côt,2507.539999999999,red,,
Chile,2022,Dodrelyabi,0.35,red,,
Chile,2022,Dolcetto,0.9,red,,
Chile,2022,Durif,215.32000000000005,red,,
Chile,2022,Falanghina,0.1,white,,
Chile,2022,Fiano,0.25,white,,
Chile,2022,Flora,0.64,grey_or_gris,,
Chile,2022,Gamay Noir,0.44,red,,
Chile,2022,Garganega,1.11,white,,
Chile,2022,Garnacha Tinta,235.4,red,,
Chile,2022,Gewürztraminer,290.56000000000006,white,,
Chile,2022,Graciano,0.6000000000000001,red,,
Chile,2022,Greco,0.16,white,,
Chile,2022,Gros Manseng,0.08,white,,
Chile,2022,Grüner Veltliner,0.15,white,,
Chile,2022,Hondarribi Beltza,0.49,red,,
Chile,2022,Huasquina Pisquera,0.6,unknown,,
Chile,2022,Incrocio Manzoni 2.15,6.819999999999999,red,,
Chile,2022,Korinthiaki,43.54999999999998,red,,
Chile,2022,Lacrima Christi,261.96999999999997,red,,
Chile,2022,Lagrein,0.1,red,,
Chile,2022,Listán Prieto,10389.679999999998,red,,
Chile,2022,Marsanne,20.419999999999998,white,,
Chile,2022,Marselan,56.730000000000004,red,,
Chile,2022,Mazuelo,938.5199999999999,red,,
Chile,2022,Mencía,1.3,red,,
Chile,2022,Merlot,10651.510000000006,red,,
Chile,2022,Monastrell,119.13000000000001,red,,
Chile,2022,Montepulciano,6.28,red,,
Chile,2022,Moscato Giallo,48.61,white,,
Chile,2022,Muscat,0.29,white,,
Chile,2022,Muscat Blanc à Petits Grains,1.08,white,,
Chile,2022,Muscat Blanc à Petits Grains (G),165.50000000000003,white,,
Chile,2022,Muscat of Alexandria,4216.70999999999,white,,
Chile,2022,Nebbiolo,8.41,red,,
Chile,2022,Pedro Giménez,528.68,white,,
Chile,2022,Petit Manseng,0.38,white,,
Chile,2022,Petit Verdot,799.3499999999999,red,,
Chile,2022,Pignoletto,0.1,white,,
Chile,2022,Pinot Blanc,7.38,white,,
Chile,2022,Pinot Gris,777.51,grey_or_gris,,
Chile,2022,Pinot Meunier,2.95,red,,
Chile,2022,Pinot Noir,3869.9100000000008,red,,
Chile,2022,Refosco,0.41000000000000003,red,,
Chile,2022,Riesling,342.33000000000004,white,,
Chile,2022,Roussanne,29.910000000000004,white,,
Chile,2022,Sagrantino,1.17,red,,
Chile,2022,Sangiovese,118.49000000000001,red,,
Chile,2022,Sauvignon Blanc,14456.9,white,,
Chile,2022,Sauvignon Blanc (G),110.66,white,,
Chile,2022,Sauvignonasse,425.7000000000001,white,,
Chile,2022,Silvaner,0.01,white,,
Chile,2022,Syrah,6608.210000000005,red,,
Chile,2022,Sémillon,620.45,white,,
Chile,2022,Tamarugal,1.2999999999999998,white,,
Chile,2022,Tannat,5.83,red,,
Chile,2022,Tempranillo,132.5,red,,
Chile,2022,Teroldego,0.7100000000000001,red,,
Chile,2022,Terrano,0.1,red,,
Chile,2022,Torrontés Riojano,618.3399999999999,white,,
Chile,2022,Torrontés Sanjuanino,46.870000000000005,white,,
Chile,2022,Touriga Nacional,11.469999999999999,red,,
Chile,2022,Tribidrag,67.38000000000001,red,,
Chile,2022,Trousseau,0.52,red,,
Chile,2022,Verdejo,5.08,white,,
Chile,2022,Verduzzo Friulano,0.09,white,,
Chile,2022,Vermentino,3.0700000000000003,white,,
Chile,2022,Viognier,720.88,white,,
China,2010,Cabernet Franc,506.6666,red,15.6,7903.99896
China,2010,Cabernet Sauvignon,22612.39996,red,15.6,352753.43937599997
China,2010,Carmenère,1352.8666600000001,red,15.6,21104.719896000002
China,2010,Chardonnay,737.5334,white,15.6,11505.52104
China,2010,Chenin Blanc,10.0,white,15.6,156.0
China,2010,Cinsaut,3.133333,red,15.6,48.8799948
China,2010,Garnacha Tinta,11.33333,red,15.6,176.799948
China,2010,Gewürztraminer,5.266667,white,15.6,82.1600052
China,2010,Merlot,3560.46706,red,15.6,55543.286135999995
China,2010,Pinot Blanc,2.0,white,15.6,31.2
China,2010,Pinot Gris,2.0,grey_or_gris,15.6,31.2
China,2010,Pinot Noir,40.0,red,15.6,624.0
China,2010,Riesling,436.66667,white,15.6,6812.000052
China,2010,Ruby Cabernet,40.0,red,15.6,624.0
China,2010,Sauvignon Blanc,1.133333,white,15.6,17.6799948
China,2010,Syrah,222.79997,red,15.6,3475.679532
China,2010,Sémillon,0.6666667,white,15.6,10.400000519999999
China,2016,Beibinghong,1600.0,red,16.8,26880.0
China,2016,Cabernet Franc,600.0,red,16.8,10080.0
China,2016,Cabernet Sauvignon,40300.0,red,16.8,677040.0
China,2016,Carmenère,11200.0,red,16.8,188160.0
China,2016,Chardonnay,6100.0,white,16.8,102480.0
China,2016,Garnacha Tinta,4000.0,red,16.8,67200.0
China,2016,Graševina,3000.0,white,16.8,50400.0
China,2016,Longyan,1000.0,red,16.8,16800.0
China,2016,Mazuelo,100.0,red,16.8,1680.0
China,2016,Merlot,16700.0,red,16.8,280560.0
China,2016,Muscat of Alexandria,3000.0,white,16.8,50400.0
China,2016,Pinot Noir,400.0,red,16.8,6720.0
China,2016,Riesling,1600.0,white,16.8,26880.0
China,2016,Sauvignon Blanc,2000.0,white,16.8,33600.0
China,2016,Syrah,1000.0,red,16.8,16800.0
China,2016,Trebbiano Toscano,1500.0,white,16.8,25200.0
China,2016,Vidal,1500.0,white,16.8,25200.0
China,2016,Yan 73,4800.0,red,16.8,80640.0
China,2016,other red,70652.68924302788,red,16.8,1186965.1792828685
China,2016,other white,6947.310756972111,white,16.8,116714.82071713147
China,2022,Beibinghong,640.0,red,,
China,2022,Cabernet Franc,240.0,red,,
China,2022,Cabernet Sauvignon,16120.0,red,,
China,2022,Carmenère,4480.0,red,,
China,2022,Chardonnay,2440.0,white,,
China,2022,Garnacha Tinta,1600.0,red,,
China,2022,Graševina,1200.0,white,,
China,2022,Longyan,400.0,red,,
China,2022,Marselan,3500.0,red,,
China,2022,Mazuelo,40.0,red,,
China,2022,Merlot,6680.0,red,,
China,2022,Muscat of Alexandria,1200.0,white,,
China,2022,Pinot Noir,160.0,red,,
China,2022,Riesling,640.0,white,,
China,2022,Sauvignon Blanc,800.0,white,,
China,2022,Syrah,400.0,red,,
China,2022,Trebbiano Toscano,600.0,white,,
China,2022,Vidal,600.0,white,,
China,2022,Yan 73,1920.0,red,,
China,2022,other red,24761.080078125,red,,
China,2022,other white,2778.92431640625,white,,
Croatia,2000,Babić,1188.967,red,6.2,7371.595400000001
Croatia,2000,Blaufränkisch,1188.967,red,6.2,7371.595400000001
Croatia,2000,Graševina,16051.06,white,6.2,99516.572
Croatia,2000,Malvazija Istarska,7133.805,white,6.2,44229.591
Croatia,2000,Mondeuse Noire,1188.967,red,6.2,7371.595400000001
Croatia,2000,Plavac Mali,6539.321,red,6.2,40543.7902
Croatia,2000,Pošip Bijeli,6539.321,white,6.2,40543.7902
Croatia,2000,other red,4977.692,red,6.2,30861.6904
Croatia,2000,other white,14640.27,white,6.2,90769.674
Croatia,2010,Ancellotta,11.44,red,6.2,70.928
Croatia,2010,Babica,17.96,red,6.2,111.352
Croatia,2010,Babić,358.63,red,6.2,2223.506
Croatia,2010,Blauer Portugieser,41.75,red,6.2,258.85
Croatia,2010,Blaufränkisch,558.34,red,6.2,3461.708
Croatia,2010,Bogdanuša,48.3,white,6.2,299.46
Croatia,2010,Cabernet Franc,95.11000000000001,red,6.2,589.6820000000001
Croatia,2010,Cabernet Sauvignon,646.44,red,6.2,4007.9280000000003
Croatia,2010,Cardinal,90.94,red,6.2,563.828
Croatia,2010,Carmenère,18.59,red,6.2,115.258
Croatia,2010,Cetinka,34.62,white,6.2,214.64399999999998
Croatia,2010,Chardonnay,668.24,white,6.2,4143.088
Croatia,2010,Chasselas,21.29,white,6.2,131.998
Croatia,2010,Debit,402.62,white,6.2,2496.244
Croatia,2010,Dimyat,5.78,white,6.2,35.836000000000006
Croatia,2010,Dišeća Ranina,1.82,white,6.2,11.284
Croatia,2010,Furmint,172.10999999999999,white,6.2,1067.0819999999999
Croatia,2010,Garnacha Blanca,23.85,white,6.2,147.87
Croatia,2010,Garnacha Tinta,102.79,red,6.2,637.298
Croatia,2010,Gegić,11.13,white,6.2,69.006
Croatia,2010,Gewürztraminer,234.05,white,6.2,1451.1100000000001
Croatia,2010,Graševina,4700.73,white,6.2,29144.525999999998
Croatia,2010,Kadarka,5.13,red,6.2,31.806
Croatia,2010,Kerner,4.37,white,6.2,27.094
Croatia,2010,Kraljevina,267.75,white,6.2,1660.05
Croatia,2010,Kujundžuša,206.06,white,6.2,1277.5720000000001
Croatia,2010,Kövidinka,55.82,grey_or_gris,6.2,346.084
Croatia,2010,Lasina,14.45,red,6.2,89.59
Croatia,2010,Malvasia Bianca Lunga,284.97,white,6.2,1766.8140000000003
Croatia,2010,Malvasia di Lipari,24.28,white,6.2,150.536
Croatia,2010,Malvazija Istarska,1704.53,white,6.2,10568.086
Croatia,2010,Mazuelo,34.31,red,6.2,212.722
Croatia,2010,Medina,8.42,red,6.2,52.204
Croatia,2010,Merlot,779.59,red,6.2,4833.4580000000005
Croatia,2010,Moscato Giallo,58.53,white,6.2,362.886
Croatia,2010,Moscato Rosa del Trentino,14.37,red,6.2,89.094
Croatia,2010,Muscat Blanc à Petits Grains,56.050000000000004,white,6.2,347.51000000000005
Croatia,2010,Muscat Ottonel,23.330000000000002,white,6.2,144.64600000000002
Croatia,2010,Muscat of Hamburg,14.04,red,6.2,87.048
Croatia,2010,Müller-Thurgau,59.86,white,6.2,371.132
Croatia,2010,Nincusa,16.55,red,6.2,102.61000000000001
Croatia,2010,Pinot Blanc,187.57999999999998,white,6.2,1162.9959999999999
Croatia,2010,Pinot Gris,219.42,grey_or_gris,6.2,1360.404
Croatia,2010,Pinot Noir,179.65,red,6.2,1113.8300000000002
Croatia,2010,Plavac Mali,1569.1000000000001,red,6.2,9728.420000000002
Croatia,2010,Plavec Žuti,12.99,white,6.2,80.538
Croatia,2010,Plavina,643.39,red,6.2,3989.018
Croatia,2010,Pošip Bijeli,252.53,white,6.2,1565.6860000000001
Croatia,2010,Ranfol,133.55,white,6.2,828.0100000000001
Croatia,2010,Riesling,676.4499999999999,white,6.2,4193.99
Croatia,2010,Rkatsiteli,56.5,white,6.2,350.3
Croatia,2010,Sauvignon Blanc,249.33,white,6.2,1545.8460000000002
Croatia,2010,Savagnin Blanc,18.24,white,6.2,113.088
Croatia,2010,Silvaner,139.38,white,6.2,864.156
Croatia,2010,Slankamenka,30.59,white,6.2,189.65800000000002
Croatia,2010,Suscan,5.28,red,6.2,32.736000000000004
Croatia,2010,Syrah,187.19,red,6.2,1160.578
Croatia,2010,Terrano,350.1,red,6.2,2170.6200000000003
Croatia,2010,Trbljan,230.81,white,6.2,1431.0220000000002
Croatia,2010,Trebbiano Toscano,210.38,white,6.2,1304.356
Croatia,2010,Tribidrag,64.67,red,6.2,400.954
Croatia,2010,Trnjak,15.32,red,6.2,94.98400000000001
Croatia,2010,Victoria,52.39,white,6.2,324.81800000000004
Croatia,2010,Vranac,148.56,red,6.2,921.072
Croatia,2010,Vugava,35.76,white,6.2,221.712
Croatia,2010,Zweigelt,123.15,red,6.2,763.5300000000001
Croatia,2010,other red,1013.8530632099179,red,6.2,6285.888991901491
Croatia,2010,other white,1829.886936790082,white,6.2,11345.29900809851
Croatia,2010,Škrlet,61.21,white,6.2,379.502
Croatia,2010,Žametovka,0.13,red,6.2,0.806
Croatia,2010,Žlahtina,134.55,white,6.2,834.2100000000002
Croatia,2010,Župljanka,4.12,white,6.2,25.544
Croatia,2016,Blaufränkisch,521.0,red,5.4,2813.4
Croatia,2016,Cabernet Sauvignon,709.0,red,5.4,3828.6000000000004
Croatia,2016,Chardonnay,657.0,white,5.4,3547.8
Croatia,2016,Graševina,4459.0,white,5.4,24078.600000000002
Croatia,2016,Malvazija Istarska,1600.0,white,5.4,8640.0
Croatia,2016,Merlot,828.0,red,5.4,4471.200000000001
Croatia,2016,Plavac Mali,1664.0,red,5.4,8985.6
Croatia,2016,Plavina,683.0,red,5.4,3688.2000000000003
Croatia,2016,Riesling,625.0,white,5.4,3375.0
Croatia,2022,Afus Ali,3.799999999999997,white,,
Croatia,2022,Agadaj,0.25,white,,
Croatia,2022,Albana,3.3,white,,
Croatia,2022,Alicante Henri Bouschet,13.859999999999994,red,,
Croatia,2022,Alphonse Lavallée,3.559999999999998,red,,
Croatia,2022,Ancellotta,9.57,red,,
Croatia,2022,Aurore,0.17,white,,
Croatia,2022,Babica,10.049999999999995,red,,
Croatia,2022,Babić,274.55999999999955,red,,
Croatia,2022,Barbera,0.6200000000000001,red,,
Croatia,2022,Bianca,0.29,white,,
Croatia,2022,Bilina Privlačka,0.53,white,,
Croatia,2022,Blauburger,2.24,red,,
Croatia,2022,Blauer Portugieser,32.510000000000005,red,,
Croatia,2022,Blaufränkisch,423.0299999999975,red,,
Croatia,2022,Bogdanuša,42.54,white,,
Croatia,2022,Bombino Bianco,0.0799999999999999,white,,
Croatia,2022,Bouvier,0.63,white,,
Croatia,2022,Bratkovina Bijela,1.0700000000000005,white,,
Croatia,2022,Bratkovina Crna,0.06,red,,
Croatia,2022,Cabernet Cortis,1.28,red,,
Croatia,2022,Cabernet Franc,100.05000000000008,red,,
Croatia,2022,Cabernet Sauvignon,656.899999999998,red,,
Croatia,2022,Calmeria,0.28,white,,
Croatia,2022,Cardinal,79.6400000000002,red,,
Croatia,2022,Carmenère,19.11,red,,
Croatia,2022,Cetinka,31.319999999999983,white,,
Croatia,2022,Chardonnay,562.9599999999945,white,,
Croatia,2022,Chasselas,19.93,white,,
Croatia,2022,Chasselas (R),2.7399999999999975,red,,
Croatia,2022,Chenin Blanc,0.02,white,,
Croatia,2022,Cinsaut,2.31,red,,
Croatia,2022,Clairette,0.37,white,,
Croatia,2022,Crnka Crna,0.1,red,,
Croatia,2022,Croatina,4.199999999999999,red,,
Croatia,2022,Crveni Drenak,0.26,white,,
Croatia,2022,Csaba Gyöngye,1.0000000000000002,white,,
Croatia,2022,Côt,0.55,red,,
Croatia,2022,Debit,312.02000000000106,white,,
Croatia,2022,Demir Kapija,2.51,red,,
Croatia,2022,Dimyat,15.659999999999972,white,,
Croatia,2022,Divljaka,0.14,white,,
Croatia,2022,Dišeća Ranina,1.5700000000000007,white,,
Croatia,2022,Dobričić,9.58,red,,
Croatia,2022,Dolcetto,0.11,red,,
Croatia,2022,Dornfelder,2.66,red,,
Croatia,2022,Drnekuša,3.27,red,,
Croatia,2022,Dugovrst,0.9000000000000001,white,,
Croatia,2022,Duranija Bijela,0.04,white,,
Croatia,2022,Early Muscat,0.4999999999999999,white,,
Croatia,2022,Emerald Riesling,0.2299999999999999,white,,
Croatia,2022,Ezerjó,0.01,white,,
Croatia,2022,Folle Blanche,0.01,white,,
Croatia,2022,Furmint,123.2600000000004,white,,
Croatia,2022,Galac,0.02,red,,
Croatia,2022,Gamay Noir,2.22,red,,
Croatia,2022,Gamay Teinturier de Bouze,5.429999999999999,red,,
Croatia,2022,Garganega,0.11,white,,
Croatia,2022,Garnacha Blanca,7.270000000000002,white,,
Croatia,2022,Garnacha Tinta,78.63999999999996,red,,
Croatia,2022,Gegić,11.569999999999997,white,,
Croatia,2022,Gewürztraminer,231.38,white,,
Croatia,2022,Glavinuša,5.329999999999988,red,,
Croatia,2022,Gouais Blanc,0.31,white,,
Croatia,2022,Graševina,4313.230000000178,white,,
Croatia,2022,Grk Bijeli,25.82000000000004,white,,
Croatia,2022,Grüner Veltliner,2.33,white,,
Croatia,2022,Gustopupica,4.36,red,,
Croatia,2022,Heunisch Weiss,5.149999999999998,white,,
Croatia,2022,Hrvatica,0.6300000000000001,red,,
Croatia,2022,Hárslevelű,1.38,white,,
Croatia,2022,Irsai Oliver,0.03,white,,
Croatia,2022,Johanniter,2.53,white,,
Croatia,2022,Kadarka,3.4600000000000004,red,,
Croatia,2022,Kadarun,3.1100000000000008,red,,
Croatia,2022,Kerner,8.829999999999972,white,,
Croatia,2022,Knipperle,1.25,white,,
Croatia,2022,Kodryanka,5.549999999999997,red,,
Croatia,2022,Koenigin Der Weingaerten,3.029999999999999,white,,
Croatia,2022,Krivalja Bijela,0.14,white,,
Croatia,2022,Krkošija,0.09,white,,
Croatia,2022,Krstač,0.34,white,,
Croatia,2022,Krstičevica,0.01,white,,
Croatia,2022,Kujundžuša,169.0900000000008,white,,
Croatia,2022,Kurtelaška,2.0700000000000003,white,,
Croatia,2022,Kövidinka,16.35000000000001,white,,
Croatia,2022,Lasina,17.849999999999973,red,,
Croatia,2022,Lipolist,0.11,white,,
Croatia,2022,Lival,0.15,red,,
Croatia,2022,Ljutun,0.27,red,,
Croatia,2022,Luglienga Bianca,0.1699999999999999,white,,
Croatia,2022,Malvasia Bianca Lunga,303.5900000000005,white,,
Croatia,2022,Malvasia Bianca di Candia,0.8100000000000003,white,,
Croatia,2022,Malvasia Nera di Brindisi,2.79,red,,
Croatia,2022,Malvasia di Lipari,41.95,white,,
Croatia,2022,Malvazija Istarska,1551.059999999949,white,,
Croatia,2022,Manzoni Bianco,11.759999999999998,white,,
Croatia,2022,Marselan,2.4199999999999995,red,,
Croatia,2022,Mazuelo,23.06,red,,
Croatia,2022,Medna,9.419999999999986,white,,
Croatia,2022,Mejsko Belo,0.19,white,,
Croatia,2022,Mekuja Bijela,0.2799999999999999,white,,
Croatia,2022,Merlot,804.7199999999906,red,,
Croatia,2022,Merzling,0.0699999999999999,white,,
Croatia,2022,Michele Palieri,2.7700000000000005,red,,
Croatia,2022,Mladinka,5.769999999999995,white,,
Croatia,2022,Monastrell,5.52,red,,
Croatia,2022,Montepulciano,1.62,red,,
Croatia,2022,Morio-Muskat,0.09,white,,
Croatia,2022,Moscato Giallo,115.44000000000044,white,,
Croatia,2022,Muscat Blanc à Petits Grains,55.51999999999998,white,,
Croatia,2022,Muscat Blanc à Petits Grains Noir,1.0500000000000005,red,,
Croatia,2022,Muscat Madam Mathiasz,0.09,red,,
Croatia,2022,Muscat Ottonel,58.98000000000003,white,,
Croatia,2022,Muscat of Alexandria,0.35,white,,
Croatia,2022,Muscat of Hamburg,19.05999999999997,red,,
Croatia,2022,Muškat D’Adda,0.03,white,,
Croatia,2022,Müller-Thurgau,4.509999999999999,white,,
Croatia,2022,Nebbiolo,0.56,red,,
Croatia,2022,Neuburger,0.88,white,,
Croatia,2022,Nincusa,13.639999999999963,red,,
Croatia,2022,Olivette Noire,0.06,red,,
Croatia,2022,Opsimos Edessis,0.4,white,,
Croatia,2022,Ora,0.7000000000000002,white,,
Croatia,2022,Palarusa,2.499999999999998,white,,
Croatia,2022,Perlon,0.19,red,,
Croatia,2022,Petit Verdot,2.64,red,,
Croatia,2022,Phoenix,0.22,white,,
Croatia,2022,Pinot Blanc,132.30000000000044,white,,
Croatia,2022,Pinot Gris,168.77000000000046,grey_or_gris,,
Croatia,2022,Pinot Meunier,0.22,red,,
Croatia,2022,Pinot Noir,181.60000000000025,red,,
Croatia,2022,Plavac Mali Crni,1274.639999999927,red,,
Croatia,2022,Plavec Žuti,10.669999999999968,white,,
Croatia,2022,Plavina,508.8199999999938,red,,
Croatia,2022,Pleskunaca,0.17,white,,
Croatia,2022,Portugieser Rot,167.67000000000178,red,,
Croatia,2022,Pošip Bijeli,337.4200000000001,white,,
Croatia,2022,Prima,5.360000000000001,red,,
Croatia,2022,Prokupac,1.4400000000000006,red,,
Croatia,2022,Prosecco,3.829999999999999,white,,
Croatia,2022,Prč Bijeli,6.159999999999994,white,,
Croatia,2022,Ranfol,115.8100000000006,white,,
Croatia,2022,Refosco,80.97000000000003,red,,
Croatia,2022,Regent,1.0,red,,
Croatia,2022,Ribol,0.71,red,,
Croatia,2022,Ribolla Gialla,0.06,white,,
Croatia,2022,Riesling,489.69999999999465,white,,
Croatia,2022,Rkatsiteli,56.26,white,,
Croatia,2022,Roter Veltliner,1.6900000000000004,white,,
Croatia,2022,Ruby Cabernet,0.3,red,,
Croatia,2022,Ruzevina,0.29,white,,
Croatia,2022,Sangiovese,0.6600000000000001,red,,
Croatia,2022,Sankt Laurent,1.0000000000000002,red,,
Croatia,2022,Sauvignonasse,0.22,white,,
Croatia,2022,Savagnin Blanc,311.0399999999996,white,,
Croatia,2022,Scheurebe,1.42,white,,
Croatia,2022,Schiava Grossa,0.3399999999999999,red,,
Croatia,2022,Silvana Rot,0.3,red,,
Croatia,2022,Silvaner,136.73000000000053,white,,
Croatia,2022,Sirmium,0.04,white,,
Croatia,2022,Slankamenka,18.689999999999976,white,,
Croatia,2022,Smudna Belina,0.01,white,,
Croatia,2022,Soić Crni,5.349999999999998,red,,
Croatia,2022,Solaris,4.819999999999999,white,,
Croatia,2022,Sublima Seedless,1.22,white,,
Croatia,2022,Sultaniye,0.13,white,,
Croatia,2022,Suscan,4.61,red,,
Croatia,2022,Sušćan,5.96,red,,
Croatia,2022,Syrah,219.98000000000025,red,,
Croatia,2022,Sémillon,1.0,white,,
Croatia,2022,Tannat,0.8400000000000001,red,,
Croatia,2022,Tempranillo,3.0699999999999994,red,,
Croatia,2022,Terrano,227.57000000000085,red,,
Croatia,2022,Touriga Franca,0.06,red,,
Croatia,2022,Touriga Nacional,0.2,red,,
Croatia,2022,Trbljan,167.93000000000052,white,,
Croatia,2022,Trebbiano Romagnolo,0.45,white,,
Croatia,2022,Trebbiano Toscano,153.92000000000007,white,,
Croatia,2022,Tribidrag,72.65999999999998,red,,
Croatia,2022,Trnjak,24.31000000000001,red,,
Croatia,2022,Verduzzo Friulano,1.02,white,,
Croatia,2022,Vermentino,0.49,white,,
Croatia,2022,Victoria,55.83999999999999,white,,
Croatia,2022,Viognier,10.95,white,,
Croatia,2022,Vitovska Grganja,0.05,white,,
Croatia,2022,Vlaška,7.059999999999994,white,,
Croatia,2022,Vranac,141.08000000000047,red,,
Croatia,2022,Vugava,0.07,white,,
Croatia,2022,Vugava Crvena Omiška,0.02,white,,
Croatia,2022,Zacretska Belina,0.26,white,,
Croatia,2022,Zadarka Crna,0.36,red,,
Croatia,2022,Zelen,3.3400000000000003,white,,
Croatia,2022,Zlatarica Blatska,0.54,white,,
Croatia,2022,Zweigelt,69.08000000000001,red,,
Croatia,2022,other,51.96999999999998,unknown,,
Croatia,2022,Škrlet,70.31000000000003,white,,
Croatia,2022,Žametovka,2.679999999999999,red,,
Croatia,2022,Žilavka,6.359999999999997,white,,
Croatia,2022,Žlahtina,150.10000000000008,white,,
Croatia,2022,Župljanka,4.499999999999997,white,,
Cyprus,2000,Mavro,10969.01403,red,5.6,61426.478568
Cyprus,2000,Xynisteri,2742.2535075,white,5.6,15356.619642
Cyprus,2000,other red,3656.33801,red,5.6,20475.492855999997
Cyprus,2000,other white,914.0845025,white,5.6,5118.873213999999
Cyprus,2010,Cabernet Franc,203.0,red,3.2,649.6
Cyprus,2010,Cabernet Sauvignon,369.0,red,3.2,1180.8
Cyprus,2010,Chardonnay,128.0,white,3.2,409.6
Cyprus,2010,Garnacha Tinta,84.0,red,3.2,268.8
Cyprus,2010,Maratheftiko,152.0,red,3.2,486.40000000000003
Cyprus,2010,Mavro,3575.0,red,3.2,11440.0
Cyprus,2010,Mazuelo,481.0,red,3.2,1539.2
Cyprus,2010,Merlot,63.0,red,3.2,201.60000000000002
Cyprus,2010,Monastrell,172.0,red,3.2,550.4
Cyprus,2010,Muscat of Alexandria,120.0,white,3.2,384.0
Cyprus,2010,Ofthalmo,141.0,red,3.2,451.20000000000005
Cyprus,2010,Sultaniye,371.0,white,3.2,1187.2
Cyprus,2010,Syrah,244.0,red,3.2,780.8000000000001
Cyprus,2010,Vertzami,96.0,red,3.2,307.20000000000005
Cyprus,2010,Xynisteri,2092.0,white,3.2,6694.400000000001
Cyprus,2010,other red,127.0,red,3.2,406.40000000000003
Cyprus,2010,other white,190.0,white,3.2,608.0
Cyprus,2016,Cabernet Franc,146.0,red,2.9,423.4
Cyprus,2016,Cabernet Sauvignon,255.0,red,2.9,739.5
Cyprus,2016,Chardonnay,98.0,white,2.9,284.2
Cyprus,2016,Garnacha Tinta,81.0,red,2.9,234.9
Cyprus,2016,Maratheftiko,159.0,red,2.9,461.09999999999997
Cyprus,2016,Mavro,3187.0,red,2.9,9242.3
Cyprus,2016,Mazuelo,325.5,red,2.9,943.9499999999999
Cyprus,2016,Merlot,56.5,red,2.9,163.85
Cyprus,2016,Monastrell,205.0,red,2.9,594.5
Cyprus,2016,Muscat of Alexandria,109.0,white,2.9,316.09999999999997
Cyprus,2016,Ofthalmo,105.0,red,2.9,304.5
Cyprus,2016,Sultaniye,399.0,white,2.9,1157.1
Cyprus,2016,Syrah,280.5,red,2.9,813.4499999999999
Cyprus,2016,Vertzami,90.0,red,2.9,261.0
Cyprus,2016,Xynisteri,1946.0,white,2.9,5643.4
Cyprus,2016,other red,269.0,red,2.9,780.1
Cyprus,2016,other white,141.0,white,2.9,408.9
Cyprus,2022,Agiorgitiko,6.74,red,,
Cyprus,2022,Alicante Henri Bouschet,23.51,red,,
Cyprus,2022,Altesse,1.49,white,,
Cyprus,2022,Assyrtiko,11.53,white,,
Cyprus,2022,Cabernet Franc,89.25,red,,
Cyprus,2022,Cabernet Sauvignon,139.73,red,,
Cyprus,2022,Chardonnay,67.97999999999999,white,,
Cyprus,2022,Gamay Noir,0.12,red,,
Cyprus,2022,Garnacha Tinta,77.92999999999999,red,,
Cyprus,2022,Gewürztraminer,0.53,white,,
Cyprus,2022,Kanella,2.12,white,,
Cyprus,2022,Lefkada,83.65,red,,
Cyprus,2022,Malvasia Bianca Lunga,0.35,white,,
Cyprus,2022,Malvasia di Candia Aromatica,0.5700000000000001,white,,
Cyprus,2022,Maratheftiko,166.44,red,,
Cyprus,2022,Mazuelo,169.9,red,,
