country,year,variety,grape_color,variety_area_ha,grape_yield_tonnes_per_ha,estimated_variety_production_tons,world
France,2000,Gros Manseng,white,2159.54,8.9,19219.906,Old World
France,2000,Guillemot,white,0.1,8.9,0.8900000000000001,Old World
France,2000,Jacquere,white,1086.36,8.9,9668.604,Old World
France,2000,Joannes Seyve,red,2.52,8.9,22.428,Old World
France,2000,Joubertin,red,0.09,8.9,0.801,Old World
France,2000,Jurançon Blanc,white,23.71,8.9,211.019,Old World
France,2000,Jurançon Noir,red,1293.65,8.9,11513.485,Old World
France,2000,Jurie,white,0.03,8.9,0.267,Old World
France,2000,Knipperlé,white,2.01,8.9,17.889,Old World
France,2000,Lacoste,red,1.05,8.9,9.345,Old World
France,2000,Landal,red,15.78,8.9,140.442,Old World
France,2000,Landot Noir,red,0.32,8.9,2.8480000000000003,Old World
France,2000,Laska,red,1.07,8.9,9.523,Old World
France,2000,Lauzet,white,1.04,8.9,9.256,Old World
France,2000,Len de l'El,white,733.97,8.9,6532.3330000000005,Old World
France,2000,Liliorila,white,2.59,8.9,23.051,Old World
France,2000,Léon Millot,red,4.63,8.9,41.207,Old World
France,2000,Macabeo,white,5222.990000000001,8.9,46484.611,Old World
France,2000,Malegue,white,1.05,8.9,9.345,Old World
France,2000,Malingre Precoce,white,2.64,8.9,23.496,Old World
France,2000,Maliverne,white,0.44,8.9,3.916,Old World
France,2000,Mammolo,red,639.12,8.9,5688.168000000001,Old World
France,2000,Manseng Noir,red,5.29,8.9,47.081,Old World
France,2000,Marsanne,white,1198.18,8.9,10663.802,Old World
France,2000,Marselan,red,175.67000000000002,8.9,1563.4630000000002,Old World
France,2000,Maréchal Foch,red,0.39,8.9,3.471,Old World
France,2000,Mauzac Blanc,white,3310.19,8.9,29460.691000000003,Old World
France,2000,Mauzac Noir,red,9.83,8.9,87.48700000000001,Old World
France,2000,Mazuelo,red,95745.09,8.9,852131.301,Old World
France,2000,Mazuelo (G),red,24.51,8.9,218.139,Old World
France,2000,Mazuelo (W),red,976.12,8.9,8687.468,Old World
France,2000,Mecle de Bourgoin,red,2.1,8.9,18.69,Old World
France,2000,Melon,white,13253.43,8.9,117955.527,Old World
France,2000,Menu Pineau,white,379.67,8.9,3379.063,Old World
France,2000,Merille,red,130.94,8.9,1165.366,Old World
France,2000,Merlot,red,101308.78,8.9,901648.142,Old World
France,2000,Merlot Blanc,white,175.91,8.9,1565.599,Old World
France,2000,Meslier Saint-Francois,white,54.6,8.9,485.94,Old World
France,2000,Milgranet,red,2.2,8.9,19.58,Old World
France,2000,Molette,white,29.78,8.9,265.04200000000003,Old World
France,2000,Mollard,red,23.41,8.9,208.349,Old World
France,2000,Monastrell,red,7633.86,8.9,67941.354,Old World
France,2000,Monbadon,white,0.25,8.9,2.225,Old World
France,2000,Mondeuse Blanche,white,21.84,8.9,194.376,Old World
France,2000,Mondeuse Noire,red,215.01,8.9,1913.589,Old World
France,2000,Monerac,red,1.5,8.9,13.35,Old World
France,2000,Montils,white,131.24,8.9,1168.036,Old World
France,2000,Mornen Noir,red,0.89,8.9,7.921,Old World
France,2000,Morrastel Bouschet,red,0.75,8.9,6.675000000000001,Old World
France,2000,Mourvaison,red,8.809999999999999,8.9,78.40899999999999,Old World
France,2000,Mouyssagues,red,0.05,8.9,0.445,Old World
France,2000,Muscadelle,white,2008.99,8.9,17880.011000000002,Old World
France,2000,Muscardin,red,19.01,8.9,169.18900000000002,Old World
France,2000,Muscat Blanc à Petits Grains,white,6934.72,8.9,61719.008,Old World
France,2000,Muscat Blanc à Petits Grains (R),white,235.87,8.9,2099.243,Old World
France,2000,Muscat Ottonel,white,162.36,8.9,1445.004,Old World
France,2000,Muscat of Alexandria,white,3027.15,8.9,26941.635,Old World
France,2000,Muscat of Hamburg,red,751.8199999999999,8.9,6691.197999999999,Old World
France,2000,Müller-Thurgau,white,4.81,8.9,42.809,Old World
France,2000,Noir Fleurien,red,0.14,8.9,1.2460000000000002,Old World
France,2000,Norton,red,0.25,8.9,2.225,Old World
France,2000,Noual,white,0.5,8.9,4.45,Old World
France,2000,Négrette,red,1319.42,8.9,11742.838000000002,Old World
France,2000,Oberlin,red,0.14,8.9,1.2460000000000002,Old World
France,2000,Oberlin White,white,0.8999999999999999,8.9,8.01,Old World
France,2000,Odola,red,1.4300000000000002,8.9,12.727000000000002,Old World
France,2000,Oeillade Bousche,red,10.16,8.9,90.424,Old World
France,2000,Olivette Noire,red,0.44,8.9,3.916,Old World
France,2000,Ondenc,white,12.08,8.9,107.512,Old World
France,2000,Palomino Fino,white,439.88,8.9,3914.932,Old World
France,2000,Parraleta,red,10.53,8.9,93.717,Old World
France,2000,Pascal Blanc,white,0.15,8.9,1.335,Old World
France,2000,Peloursin,red,0.49,8.9,4.361,Old World
France,2000,Perdea,white,13.28,8.9,118.192,Old World
France,2000,Persan,red,2.88,8.9,25.632,Old World
France,2000,Petit Bouschet,red,0.55,8.9,4.8950000000000005,Old World
France,2000,Petit Courbu,white,74.67999999999999,8.9,664.6519999999999,Old World
France,2000,Petit Manseng,white,612.62,8.9,5452.318,Old World
France,2000,Petit Meslier,white,3.4,8.9,30.26,Old World
France,2000,Petit Verdot,red,401.03,8.9,3569.1670000000004,Old World
France,2000,Pineau d'Aunis,red,429.72,8.9,3824.508,Old World
France,2000,Pinot Blanc,white,1400.61,8.9,12465.429,Old World
France,2000,Pinot Gris,grey_or_gris,1969.04,8.9,17524.456000000002,Old World
France,2000,Pinot Meunier,red,10621.44,8.9,94530.816,Old World
France,2000,Pinot Noir,red,26525.97,8.9,236081.13300000003,Old World
France,2000,Pinot Noir Précoce,red,1.32,8.9,11.748,Old World
France,2000,Piquepoul Blanc,white,975.49,8.9,8681.861,Old World
France,2000,Piquepoul Bousch,red,0.45,8.9,4.005,Old World
France,2000,Piquepoul Gris,grey_or_gris,9.4,8.9,83.66,Old World
France,2000,Piquepoul Noir,red,93.81,8.9,834.9090000000001,Old World
France,2000,Plant Droit,red,39.59,8.9,352.35100000000006,Old World
France,2000,Plantet,red,207.94,8.9,1850.666,Old World
France,2000,Portan,red,367.73,8.9,3272.7970000000005,Old World
France,2000,Pougnet,red,0.37,8.9,3.293,Old World
France,2000,Poulsard,red,295.13,8.9,2626.657,Old World
France,2000,Poulsard Blanc,white,13.61,8.9,121.12900000000002,Old World
France,2000,Provareau,red,1.91,8.9,16.999000000000002,Old World
France,2000,Prunelard,red,2.19,8.9,19.491,Old World
France,2000,Putzscheere,white,0.04,8.9,0.356,Old World
France,2000,Raffiat de Moncade,white,16.39,8.9,145.871,Old World
France,2000,Raisaine,white,1.12,8.9,9.968000000000002,Old World
France,2000,Ravat,red,0.8800000000000001,8.9,7.832000000000002,Old World
France,2000,Ravat Blanc,white,2.06,8.9,18.334,Old World
France,2000,Rayon d'Or,white,0.8,8.9,7.120000000000001,Old World
France,2000,Riesling,white,3407.39,8.9,30325.771,Old World
France,2000,Romorantin,white,80.74000000000001,8.9,718.5860000000001,Old World
France,2000,Rose du Var,grey_or_gris,129.28,8.9,1150.592,Old World
France,2000,Roublot,white,0.4499999999999999,8.9,4.005,Old World
France,2000,Roussanne,white,759.5,8.9,6759.55,Old World
France,2000,Roussette d'Ayze,white,2.65,8.9,23.585,Old World
France,2000,Rubilande,grey_or_gris,2.62,8.9,23.318,Old World
France,2000,Sacy,white,63.4,8.9,564.26,Old World
France,2000,Saint Macaire,red,0.52,8.9,4.628,Old World
France,2000,Saint-Pierre Dore,white,0.5,8.9,4.45,Old World
France,2000,Sangiovese,red,1563.94,8.9,13919.066,Old World
France,2000,Sauvignon Blanc,white,20932.91,8.9,186302.899,Old World
France,2000,Sauvignon Blanc (G),white,63.120000000000005,8.9,561.768,Old World
France,2000,Savagnin Blanc,white,412.68,8.9,3672.852,Old World
France,2000,Savagnin Rose,grey_or_gris,35.31,8.9,314.259,Old World
France,2000,Segalin,red,53.91,8.9,479.799,Old World
France,2000,Seibel,red,2.0,8.9,17.8,Old World
France,2000,Seibel White,white,37.05,8.9,329.745,Old World
France,2000,Seinoir,red,14.64,8.9,130.296,Old World
France,2000,Select,white,7.58,8.9,67.462,Old World
France,2000,Semebat,red,2.24,8.9,19.936,Old World
France,2000,Servanin,red,0.27,8.9,2.4030000000000005,Old World
France,2000,Servant,white,98.22,8.9,874.1580000000001,Old World
France,2000,Seyval Blanc,white,3.86,8.9,34.354000000000006,Old World
France,2000,Silvaner,white,1934.16,8.9,17214.024,Old World
France,2000,Syrah,red,50676.29,8.9,451018.981,Old World
France,2000,Sémillon,white,14015.17,8.9,124735.013,Old World
France,2000,Tannat,red,2760.26,8.9,24566.314,Old World
France,2000,Taylor,white,0.15,8.9,1.335,Old World
France,2000,Teinturier,red,1.4900000000000002,8.9,13.261000000000005,Old World
France,2000,Tempranillo,red,1548.68,8.9,13783.252,Old World
France,2000,Teoulier Noir,red,0.63,8.9,5.607,Old World
France,2000,Terras 20,red,13.21,8.9,117.56900000000002,Old World
France,2000,Terret,white,2703.23,8.9,24058.747,Old World
France,2000,Terret Gris,white,261.83,8.9,2330.287,Old World
France,2000,Terret Noir,red,369.73,8.9,3290.597,Old World
France,2000,Tibouren,red,457.04,8.9,4067.656,Old World
France,2000,Torbato,white,29.19,8.9,259.791,Old World
France,2000,Trebbiano Toscano,white,90341.39,8.9,804038.371,Old World
France,2000,Tressot,red,0.21,8.9,1.869,Old World
France,2000,Tribidrag,red,1.49,8.9,13.261,Old World
France,2000,Trousseau,red,126.2,8.9,1123.18,Old World
France,2000,Valais Noir,red,4.04,8.9,35.956,Old World
France,2000,Valdiguié,red,79.06,8.9,703.634,Old World
France,2000,Valentino Nero,red,0.17,8.9,1.513,Old World
France,2000,Valerien,white,2.02,8.9,17.978,Old World
France,2000,Varousset,red,11.57,8.9,102.973,Old World
France,2000,Verdesse,white,3.52,8.9,31.328000000000003,Old World
France,2000,Vermentino,white,2634.37,8.9,23445.893,Old World
France,2000,Vidal,white,0.2,8.9,1.7800000000000002,Old World
France,2000,Vidal Noir,red,0.42,8.9,3.738,Old World
France,2000,Villard Blanc,white,739.78,8.9,6584.042,Old World
France,2000,Villard Noir,red,600.7,8.9,5346.2300000000005,Old World
France,2000,Viognier,white,2359.54,8.9,20999.906,Old World
France,2000,other red,red,665.542761905999,8.9,5923.330580963391,Old World
France,2000,other white,white,1238.447238094001,8.9,11022.18041903661,Old World
France,2010,Abondant,white,0.3156,7.3,2.30388,Old World
France,2010,Abouriou,red,328.8513,7.3,2400.61449,Old World
France,2010,Admirable de Courtiller,white,27.7487,7.3,202.56551,Old World
France,2010,Afus Ali,white,52.0039,7.3,379.62847,Old World
France,2010,Albana,white,0.1248,7.3,0.91104,Old World
France,2010,Aleatico,red,13.6416,7.3,99.58368,Old World
France,2010,Alicante Henri Bouschet,red,4322.3849,7.3,31553.40977,Old World
France,2010,Aligoté,white,1953.4399,7.3,14260.11127,Old World
France,2010,Alphonse Lavallée,red,807.8679,7.3,5897.43567,Old World
France,2010,Altesse,white,358.9603,7.3,2620.41019,Old World
France,2010,Aramon Noir,red,2586.0422000000003,7.3,18878.10806,Old World
France,2010,Aramon Noir (W),red,14.866499999999998,7.3,108.52545,Old World
France,2010,Aranel,white,5.0234,7.3,36.67082,Old World
France,2010,Arbane,white,1.7285,7.3,12.618049999999998,Old World
France,2010,Arinarnoa,red,156.1999,7.3,1140.25927,Old World
France,2010,Arriloba,white,47.6133,7.3,347.57708999999994,Old World
France,2010,Arrouya,red,0.0169,7.3,0.1233699999999999,Old World
France,2010,Arrufiac,red,80.0869,7.3,584.63437,Old World
France,2010,Aubin Blanc,white,0.8642,7.3,6.30866,Old World
France,2010,Aubun,red,552.8595,7.3,4035.87435,Old World
France,2010,Auxerrois,white,2365.3299,7.3,17266.90827,Old World
France,2010,Baco Blanc,white,738.625,7.3,5391.9625,Old World
France,2010,Baco Noir,red,7.3607,7.3,53.73311,Old World
France,2010,Barbaroux,grey_or_gris,29.9503,7.3,218.63719,Old World
France,2010,Baroque,white,94.0009,7.3,686.2065699999999,Old World
France,2010,Beclan,red,0.251,7.3,1.8323,Old World
France,2010,Biancu Gentile,white,8.808,7.3,64.2984,Old World
France,2010,Blanc Dame,white,0.1845,7.3,1.34685,Old World
France,2010,Blauer Portugieser,red,27.526,7.3,200.9398,Old World
France,2010,Bouchales,red,95.3485,7.3,696.04405,Old World
France,2010,Bouillet,red,0.7588,7.3,5.53924,Old World
France,2010,Bourboulenc,white,581.7221,7.3,4246.57133,Old World
France,2010,Bousquet Precoce,white,5.6805,7.3,41.46765,Old World
France,2010,Braquet Noir,red,12.1742,7.3,88.87166,Old World
France,2010,Brun Argente,red,11.2262,7.3,81.95126,Old World
France,2010,Burdin,white,0.0725,7.3,0.52925,Old World
France,2010,Béquignol Noir,red,0.6852,7.3,5.00196,Old World
France,2010,Cabernet Franc,red,36301.8334,7.3,265003.38382,Old World
France,2010,Cabernet Sauvignon,red,54434.1595,7.3,397369.36435,Old World
France,2010,Caladoc,red,2463.6573,7.3,17984.69829,Old World
France,2010,Calitor Noir,red,26.3127,7.3,192.08271,Old World
France,2010,Camaralet de Lasseube,white,4.4502,7.3,32.486459999999994,Old World
France,2010,Canner Seedless,white,0.0563,7.3,0.41099,Old World
France,2010,Cardinal,red,207.9253,7.3,1517.85469,Old World
France,2010,Carignan Bouschet,red,1.456,7.3,10.6288,Old World
France,2010,Carla,red,0.1083,7.3,0.7905899999999999,Old World
France,2010,Carmenère,red,29.1366,7.3,212.69718,Old World
France,2010,Castets,red,0.032,7.3,0.2336,Old World
France,2010,Cesar,red,10.3871,7.3,75.82583,Old World
France,2010,Chambourcin,red,725.3441,7.3,5295.01193,Old World
France,2010,Chardonnay,white,45243.0365,7.3,330274.16645,Old World
France,2010,Chasan,white,749.2136,7.3,5469.25928,Old World
France,2010,Chasselas,white,2362.1643,7.3,17243.79939,Old World
France,2010,Chasselas (R),white,88.4693,7.3,645.82589,Old World
France,2010,Chatus,red,65.3794,7.3,477.26962,Old World
France,2010,Chelois,red,0.5492,7.3,4.0091600000000005,Old World
France,2010,Chenanson,red,465.7919,7.3,3400.28087,Old World
France,2010,Chenin Blanc,white,9824.5115,7.3,71718.93394999999,Old World
France,2010,Cinsaut,red,19505.1687,7.3,142387.73150999998,Old World
France,2010,Clairette,white,2561.2499,7.3,18697.12427,Old World
France,2010,Clarin,white,5.9827,7.3,43.67371,Old World
France,2010,Claverie,white,0.7681,7.3,5.60713,Old World
France,2010,Codivarta,white,2.1859,7.3,15.957070000000002,Old World
France,2010,Colobel,red,9.0585,7.3,66.12705,Old World
France,2010,Colombard,white,8173.354299999999,7.3,59665.48638999999,Old World
France,2010,Couderc Noir,red,206.7351,7.3,1509.16623,Old World
France,2010,Counoise,red,407.9008,7.3,2977.67584,Old World
France,2010,Courbu Blanc,white,43.391000000000005,7.3,316.75430000000006,Old World
France,2010,Courbu Noir,red,1.3655,7.3,9.96815,Old World
France,2010,Crouchen,white,0.4276,7.3,3.12148,Old World
France,2010,Csaba Gyöngye,white,0.5561,7.3,4.0595300000000005,Old World
France,2010,Côt,red,6122.7744,7.3,44696.25312,Old World
France,2010,Danam,white,0.2745,7.3,2.00385,Old World
France,2010,Danlas,white,255.331,7.3,1863.9163,Old World
France,2010,Danuta,white,2.0401,7.3,14.892729999999998,Old World
France,2010,Dattier de St. Vallier,white,0.416,7.3,3.0368,Old World
France,2010,Delhro,red,0.19,7.3,1.387,Old World
France,2010,Douce Noire,red,0.2186,7.3,1.59578,Old World
France,2010,Duras,red,892.4597,7.3,6514.95581,Old World
France,2010,Ederena,red,0.83,7.3,6.058999999999999,Old World
France,2010,Egiodola,red,247.9025,7.3,1809.68825,Old World
France,2010,Ekigaina,red,2.4841,7.3,18.13393,Old World
France,2010,Elbling,white,0.2739,7.3,1.99947,Old World
France,2010,Enfarine Noir,red,0.039,7.3,0.2847,Old World
France,2010,Etraire de l'Adui,red,4.7859,7.3,34.93707,Old World
France,2010,Exalta,white,3.6108,7.3,26.35884,Old World
France,2010,Fer,red,1591.6755999999998,7.3,11619.231879999998,Old World
France,2010,Florental,red,25.5409,7.3,186.44857,Old World
France,2010,Folignan,white,50.7629,7.3,370.56917,Old World
France,2010,Folle Blanche,white,1728.3013,7.3,12616.59949,Old World
France,2010,Frühroter Veltliner,red,5.3189,7.3,38.82797,Old World
France,2010,Fuella Nera,red,20.1734,7.3,147.26582,Old World
France,2010,Gaillard,red,0.08,7.3,0.584,Old World
France,2010,Gamaret,red,6.0067,7.3,43.84891,Old World
France,2010,Gamay Noir,red,29698.1686,7.3,216796.63078,Old World
France,2010,Gamay Teinturier Freaux,red,48.5339,7.3,354.29747000000003,Old World
France,2010,Gamay Teinturier de Bouze,red,268.1718,7.3,1957.65414,Old World
France,2010,Gamay Teinturier de Chaudenay,red,157.2585,7.3,1147.98705,Old World
France,2010,Ganson,red,3.2424,7.3,23.66952,Old World
France,2010,Garanoir,red,0.1539,7.3,1.12347,Old World
France,2010,Garnacha Blanca,white,5003.8682,7.3,36528.23786,Old World
France,2010,Garnacha Peluda,red,407.2638,7.3,2973.02574,Old World
France,2010,Garnacha Roja (Gris),grey_or_gris,1635.4356000000002,7.3,11938.679880000002,Old World
France,2010,Garnacha Tinta,red,90990.6097,7.3,664231.45081,Old World
France,2010,Garonnet,red,14.2598,7.3,104.09654,Old World
France,2010,Gascon,red,0.9993,7.3,7.29489,Old World
France,2010,Gewürztraminer,white,3168.2826,7.3,23128.46298,Old World
France,2010,Gouget Noir,red,9.6885,7.3,70.72605,Old World
France,2010,Graciano,red,10.1134,7.3,73.82782,Old World
France,2010,Graisse,white,13.6509,7.3,99.65157,Old World
France,2010,Gramon,red,2.8547,7.3,20.83931,Old World
France,2010,Grand Noir,red,0.4136,7.3,3.01928,Old World
France,2010,Grassen,red,0.0675,7.3,0.49275,Old World
France,2010,Gringet,white,25.2821,7.3,184.55933,Old World
France,2010,Grolleau Noir,red,2759.0522,7.3,20141.08106,Old World
France,2010,Gros Manseng,white,2959.4766,7.3,21604.17918,Old World
France,2010,Gänsfüsser,red,0.0412,7.3,0.3007599999999999,Old World
France,2010,Ignea,grey_or_gris,0.731,7.3,5.3363,Old World
France,2010,Isa,white,9.4929,7.3,69.29817,Old World
France,2010,Italia,white,138.4062,7.3,1010.36526,Old World
France,2010,Jacquere,white,1013.311,7.3,7397.170299999999,Old World
France,2010,Jaoumet,white,0.125,7.3,0.9125,Old World
France,2010,Joannes Seyve,red,0.8938,7.3,6.52474,Old World
France,2010,Jurançon Blanc,white,7.0122,7.3,51.18906,Old World
France,2010,Jurançon Noir,red,663.0424,7.3,4840.20952,Old World
France,2010,Knipperlé,white,0.1449,7.3,1.05777,Old World
France,2010,Königin der Weingärten,white,0.137,7.3,1.0001,Old World
France,2010,Landal,red,42.8701,7.3,312.95173,Old World
France,2010,Landot Noir,red,0.7735000000000001,7.3,5.64655,Old World
France,2010,Lauzet,white,2.607,7.3,19.0311,Old World
France,2010,Len de l'El,white,629.4765,7.3,4595.178449999999,Old World
France,2010,Liliorila,white,3.527,7.3,25.7471,Old World
France,2010,Lival,red,101.2131,7.3,738.8556299999999,Old World
France,2010,Léon Millot,red,78.459,7.3,572.7507,Old World
France,2010,Macabeo,white,2445.6395999999995,7.3,17853.169079999996,Old World
France,2010,Madeleine Royale,white,0.338,7.3,2.4674,Old World
France,2010,Madeleines,white,6.8843,7.3,50.25539,Old World
France,2010,Malingre Precoce,white,0.471,7.3,3.4383,Old World
France,2010,Mammolo,red,789.7656,7.3,5765.288879999999,Old World
France,2010,Manseng Noir,red,3.9156,7.3,28.58388,Old World
France,2010,Marsanne,white,1361.5171,7.3,9939.07483,Old World
France,2010,Marselan,red,2598.8116,7.3,18971.32468,Old World
France,2010,Maréchal Foch,red,12.609,7.3,92.0457,Old World
France,2010,Mauzac Blanc,white,1932.5551,7.3,14107.65223,Old World
France,2010,Mazuelo,red,47720.4956,7.3,348359.61788000003,Old World
France,2010,Mazuelo (W),red,363.9613,7.3,2656.91749,Old World
France,2010,Melon,white,12304.5799,7.3,89823.43327000001,Old World
France,2010,Menu Pineau,white,205.1965,7.3,1497.93445,Old World
France,2010,Merille,red,44.2979,7.3,323.37467,Old World
France,2010,Merlot,red,114675.1798,7.3,837128.81254,Old World
France,2010,Merlot Blanc,white,46.429,7.3,338.9317,Old World
France,2010,Meslier Saint-Francois,white,15.0349,7.3,109.75477,Old World
France,2010,Milgranet,red,1.363,7.3,9.9499,Old World
France,2010,Mireille,white,0.152,7.3,1.1096,Old World
France,2010,Molette,white,28.8072,7.3,210.29256,Old World
France,2010,Mollard,red,23.1946,7.3,169.32058,Old World
France,2010,Monastrell,red,9257.4805,7.3,67579.60764999999,Old World
France,2010,Mondeuse Blanche,white,5.728300000000001,7.3,41.816590000000005,Old World
France,2010,Mondeuse Noire,red,295.8249,7.3,2159.52177,Old World
France,2010,Monerac,red,3.1179,7.3,22.76067,Old World
France,2010,Montils,white,164.1957,7.3,1198.62861,Old World
France,2010,Mourvaison,red,2.7813,7.3,20.30349,Old World
France,2010,Mouyssagues,red,0.077,7.3,0.5620999999999999,Old World
France,2010,Muscadelle,white,1565.9117,7.3,11431.15541,Old World
France,2010,Muscardin,red,17.3141,7.3,126.39293,Old World
France,2010,Muscat Blanc à Petits Grains,white,7671.3669,7.3,56000.97837,Old World
France,2010,Muscat Blanc à Petits Grains (R),white,428.0228,7.3,3124.56644,Old World
France,2010,Muscat Ottonel,white,165.82350000000002,7.3,1210.5115500000002,Old World
France,2010,Muscat of Alexandria,white,2602.8959,7.3,19001.14007,Old World
France,2010,Muscat of Hamburg,red,3441.0509,7.3,25119.67157,Old World
France,2010,Müller-Thurgau,white,4.966100000000001,7.3,36.25253000000001,Old World
France,2010,Nebbiolo,red,0.7325,7.3,5.34725,Old World
France,2010,Noir Fleurien,red,0.1747,7.3,1.27531,Old World
France,2010,Négrette,red,1200.4266,7.3,8763.11418,Old World
France,2010,Oberlin,red,64.1977,7.3,468.64321,Old World
France,2010,Odola,red,0.31,7.3,2.263,Old World
France,2010,Oeillade Bousche,red,0.6764,7.3,4.93772,Old World
France,2010,Oeillade Noire,red,18.2682,7.3,133.35786,Old World
France,2010,Ohanes,white,14.9345,7.3,109.02185,Old World
France,2010,Olivette Blanche,white,1.836,7.3,13.4028,Old World
France,2010,Olivette Noire,red,15.943,7.3,116.3839,Old World
France,2010,Ondenc,white,7.8454,7.3,57.27142,Old World
France,2010,Ora,white,37.396,7.3,272.9908,Old World
France,2010,Palomino Fino,white,134.1953,7.3,979.62569,Old World
France,2010,Parraleta,red,1.9665,7.3,14.35545,Old World
France,2010,Pascal Blanc,white,0.029,7.3,0.2117,Old World
France,2010,Pascale,red,0.1,7.3,0.73,Old World
France,2010,Perdea,white,2.4319,7.3,17.75287,Old World
France,2010,Perlaut,white,1.1238,7.3,8.203740000000002,Old World
France,2010,Perlette,white,0.2803,7.3,2.04619,Old World
France,2010,Persan,red,9.0107,7.3,65.77811,Old World
France,2010,Petit Courbu,white,66.4048,7.3,484.75504,Old World
France,2010,Petit Manseng,white,1062.8998,7.3,7759.168539999999,Old World
France,2010,Petit Meslier,white,4.0566,7.3,29.61318,Old World
France,2010,Petit Verdot,red,896.4318000000001,7.3,6543.95214,Old World
France,2010,Picardan,white,0.7922,7.3,5.78306,Old World
France,2010,Pineau d'Aunis,red,437.14720000000005,7.3,3191.1745600000004,Old World
France,2010,Pinot Blanc,white,1279.5323,7.3,9340.58579,Old World
France,2010,Pinot Gris,grey_or_gris,2674.0354,7.3,19520.458420000003,Old World
France,2010,Pinot Meunier,red,11086.8833,7.3,80934.24809,Old World
France,2010,Pinot Noir,red,30086.1353,7.3,219628.78769,Old World
France,2010,Piquepoul Blanc,white,1491.8051,7.3,10890.17723,Old World
France,2010,Piquepoul Gris,grey_or_gris,1.5968,7.3,11.65664,Old World
France,2010,Piquepoul Noir,red,60.2871,7.3,440.09583,Old World
France,2010,Plant Droit,red,19.0794,7.3,139.27962,Old World
France,2010,Plantet,red,1059.6041,7.3,7735.10993,Old World
France,2010,Portan,red,264.3114,7.3,1929.47322,Old World
France,2010,Poulsard,red,307.2249,7.3,2242.74177,Old World
France,2010,Poulsard Blanc,white,0.025,7.3,0.1825,Old World
France,2010,Prima,red,83.5348,7.3,609.80404,Old World
France,2010,Prunelard,red,20.459,7.3,149.3507,Old World
France,2010,Raffiat de Moncade,white,6.5674,7.3,47.94202,Old World
France,2010,Ravat,red,0.719,7.3,5.2487,Old World
France,2010,Ravat Blanc,white,6.5251,7.3,47.63323,Old World
France,2010,Rayon d'Or,white,5.8451,7.3,42.66923,Old World
France,2010,Ribol,red,146.5879,7.3,1070.0916699999998,Old World
France,2010,Riesling,white,3513.3265,7.3,25647.28345,Old World
France,2010,Romorantin,white,72.28909999999999,7.3,527.71043,Old World
France,2010,Rose du Var,grey_or_gris,55.7604,7.3,407.05092,Old World
France,2010,Roussanne,white,1457.0853,7.3,10636.72269,Old World
France,2010,Roussette d'Ayze,white,1.2608,7.3,9.20384,Old World
France,2010,Rubilande,grey_or_gris,7.717,7.3,56.3341,Old World
France,2010,Sacy,white,9.688,7.3,70.72240000000001,Old World
France,2010,Saint-Pierre Dore,white,0.391,7.3,2.8543,Old World
France,2010,Sangiovese,red,1511.4289,7.3,11033.43097,Old World
France,2010,Sauvignon Blanc,white,27930.5665,7.3,203893.13545,Old World
France,2010,Sauvignon Blanc (G),white,553.0207,7.3,4037.05111,Old World
France,2010,Savagnin Blanc,white,482.7806,7.3,3524.29838,Old World
France,2010,Savagnin Rose,grey_or_gris,45.2596,7.3,330.39508,Old World
France,2010,Scimiscia,white,0.267,7.3,1.9491,Old World
France,2010,Segalin,red,64.7201,7.3,472.45673,Old World
France,2010,Seibel,red,0.8861,7.3,6.46853,Old World
France,2010,Seibel White,white,0.1062,7.3,0.77526,Old World
France,2010,Seinoir,red,86.9992,7.3,635.09416,Old World
France,2010,Select,white,7.0059000000000005,7.3,51.14307,Old World
France,2010,Semebat,red,1.6703,7.3,12.19319,Old World
France,2010,Servant,white,129.0093,7.3,941.76789,Old World
France,2010,Seyval Blanc,white,104.7099,7.3,764.3822700000001,Old World
France,2010,Sicilien,white,4.7655,7.3,34.78815,Old World
France,2010,Silvaner,white,1345.9047,7.3,9825.10431,Old World
France,2010,Sulima,white,0.054,7.3,0.3942,Old World
France,2010,Sultaniye,white,1.3706,7.3,10.00538,Old World
France,2010,Syrah,red,67382.441,7.3,491891.8193,Old World
France,2010,Sémillon,white,11565.863,7.3,84430.7999,Old World
France,2010,Tannat,red,2863.3607,7.3,20902.53311,Old World
France,2010,Tempranillo,red,679.9975000000001,7.3,4963.98175,Old World
France,2010,Teoulier Noir,red,0.05,7.3,0.365,Old World
France,2010,Terras 20,red,0.15,7.3,1.095,Old World
France,2010,Terret,white,1390.1386,7.3,10148.01178,Old World
France,2010,Terret Gris,white,78.2091,7.3,570.92643,Old World
France,2010,Terret Noir,red,143.3018,7.3,1046.1031400000002,Old World
France,2010,Tibouren,red,443.064,7.3,3234.3672,Old World
France,2010,Torbato,white,32.4884,7.3,237.16532,Old World
France,2010,Trebbiano Toscano,white,83444.5966,7.3,609145.55518,Old World
France,2010,Tressot,red,0.3393,7.3,2.47689,Old World
France,2010,Tribidrag,red,1.5,7.3,10.95,Old World
France,2010,Trousseau,red,171.95780000000002,7.3,1255.29194,Old World
France,2010,Valdiguié,red,133.8047,7.3,976.77431,Old World
France,2010,Valerien,white,24.2357,7.3,176.92061,Old World
France,2010,Varousset,red,4.6947,7.3,34.27131,Old World
France,2010,Verdelho l'Anjou,white,0.1554,7.3,1.13442,Old World
France,2010,Verdesse,white,2.6311,7.3,19.20703,Old World
France,2010,Vermentino,white,3825.0508,7.3,27922.87084,Old World
