country,year,variety,grape_color,variety_area_ha,grape_yield_tonnes_per_ha,estimated_variety_production_tons,world
Italy,2010,Sauvignon Blanc,white,3744.0,10.0,37440.0,Old World
Italy,2010,Sauvignonasse,white,2911.45,10.0,29114.5,Old World
Italy,2010,Schiava,red,516.64,10.0,5166.4,Old World
Italy,2010,Schiava Gentile,red,693.9,10.0,6939.0,Old World
Italy,2010,Schiava Grigia,red,65.91,10.0,659.0999999999999,Old World
Italy,2010,Schiava Grossa,red,579.9,10.0,5799.0,Old World
Italy,2010,Schiava Lombarda,red,0.1,10.0,1.0,Old World
Italy,2010,Schioppettino,red,153.81,10.0,1538.1,Old World
Italy,2010,Sciaglin,white,6.3,10.0,63.0,Old World
Italy,2010,Sciascinoso,red,93.5,10.0,935.0,Old World
Italy,2010,Scimiscia,white,4.97,10.0,49.7,Old World
Italy,2010,Semidano,white,36.43,10.0,364.3,Old World
Italy,2010,Sennen,red,10.13,10.0,101.3,Old World
Italy,2010,Sgavetta,red,46.74,10.0,467.4,Old World
Italy,2010,Silvaner,white,80.4,10.0,804.0,Old World
Italy,2010,Sirio,white,13.740000000000002,10.0,137.40000000000003,Old World
Italy,2010,Soperga,red,22.49,10.0,224.9,Old World
Italy,2010,Spergola,white,110.06,10.0,1100.6,Old World
Italy,2010,Susumaniello,red,49.64,10.0,496.4,Old World
Italy,2010,Syrah,red,6738.77,10.0,67387.7,Old World
Italy,2010,Sémillon,white,30.95,10.0,309.5,Old World
Italy,2010,Tannat,red,55.11,10.0,551.1,Old World
Italy,2010,Tazzelenghe,red,54.91,10.0,549.0999999999999,Old World
Italy,2010,Tempranillo,red,23.03,10.0,230.3,Old World
Italy,2010,Termarina Rossa,grey_or_gris,20.14,10.0,201.4,Old World
Italy,2010,Teroldego,red,796.34,10.0,7963.400000000001,Old World
Italy,2010,Terrano,red,272.16,10.0,2721.6000000000004,Old World
Italy,2010,Timorasso,white,129.29999999999998,10.0,1292.9999999999998,Old World
Italy,2010,Tintilia del Molise,red,111.11,10.0,1111.1,Old World
Italy,2010,Torbato,white,19.48,10.0,194.8,Old World
Italy,2010,Trebbianina,white,128.18,10.0,1281.8000000000002,Old World
Italy,2010,Trebbiano Giallo,white,10663.62,10.0,106636.19999999998,Old World
Italy,2010,Trebbiano Modenese,white,362.52,10.0,3625.2,Old World
Italy,2010,Trebbiano Romagnolo,white,15893.47,10.0,158934.7,Old World
Italy,2010,Trebbiano Spoletino,white,200.0,10.0,2000.0,Old World
Italy,2010,Trebbiano Toscano,white,22702.44,10.0,227024.4,Old World
Italy,2010,Trebbiano d'Abruzzo,white,5090.58,10.0,50905.8,Old World
Italy,2010,Trevisana Nera,red,15.44,10.0,154.4,Old World
Italy,2010,Tribidrag,red,12233.59,10.0,122335.9,Old World
Italy,2010,Tronto,red,1.62,10.0,16.200000000000003,Old World
Italy,2010,Turchetta,red,3.01,10.0,30.1,Old World
Italy,2010,Ucelut,white,9.67,10.0,96.7,Old World
Italy,2010,Uva Longanesi,red,512.47,10.0,5124.700000000001,Old World
Italy,2010,Uva Rara,red,459.69,10.0,4596.9,Old World
Italy,2010,Uva Tosca,red,70.65,10.0,706.5,Old World
Italy,2010,Uva del Fantini,red,0.15,10.0,1.5,Old World
Italy,2010,Uva del Tunde,red,1.56,10.0,15.6,Old World
Italy,2010,Uvalino,red,1.35,10.0,13.5,Old World
Italy,2010,Valentino Nero,red,20.52,10.0,205.2,Old World
Italy,2010,Vega,white,34.71,10.0,347.1,Old World
Italy,2010,Verdea,white,83.48,10.0,834.8000000000001,Old World
Italy,2010,Verdeca,white,795.4499999999999,10.0,7954.499999999999,Old World
Italy,2010,Verdello,white,287.25,10.0,2872.5,Old World
Italy,2010,Verdesse,white,7.35,10.0,73.5,Old World
Italy,2010,Verdicchio Bianco,white,3526.13,10.0,35261.3,Old World
Italy,2010,Verdiso,white,67.57,10.0,675.6999999999999,Old World
Italy,2010,Verduschia,white,11.44,10.0,114.4,Old World
Italy,2010,Verduzzo Friulano,white,807.8,10.0,8078.0,Old World
Italy,2010,Verduzzo Trevigiano,white,708.4800000000001,10.0,7084.800000000001,Old World
Italy,2010,Vermentino,white,5045.71,10.0,50457.1,Old World
Italy,2010,Vermentino Nero,red,209.84,10.0,2098.4,Old World
Italy,2010,Vernaccia di Oristano,white,271.88,10.0,2718.8,Old World
Italy,2010,Vernaccia di San Gimignano,white,522.0699999999999,10.0,5220.699999999999,Old World
Italy,2010,Veruccese,red,0.36,10.0,3.6,Old World
Italy,2010,Vespaiola,white,94.47,10.0,944.7,Old World
Italy,2010,Vespolina,red,134.28,10.0,1342.8,Old World
Italy,2010,Vien de Nus,red,12.61,10.0,126.1,Old World
Italy,2010,Viognier,white,1210.25,10.0,12102.5,Old World
Italy,2010,Vitovska,white,49.8,10.0,498.0,Old World
Italy,2010,Vuillermin,red,4.19,10.0,41.900000000000006,Old World
Italy,2010,Zweigelt,red,36.96,10.0,369.6,Old World
Italy,2010,other red,red,15494.57,10.0,154945.7,Old World
Italy,2010,other white,white,6659.76,10.0,66597.6,Old World
Italy,2016,Abbuoto,red,18.498824440735056,12.3,227.5355406210412,Old World
Italy,2016,Abrusco,red,213.46292326466772,12.3,2625.5939561554137,Old World
Italy,2016,Afus Ali,white,41.25423100696111,12.3,507.4270413856216,Old World
Italy,2016,Aglianico,red,9627.109587990291,12.3,118413.4479322806,Old World
Italy,2016,Aglianicone,red,30.26329015795916,12.3,372.2384689428977,Old World
Italy,2016,Albana,white,782.0390841250812,12.3,9619.0807347385,Old World
Italy,2016,Albanello,white,2.071440567594005,12.3,25.478718981406264,Old World
Italy,2016,Albaranzeuli Bianco,white,2.4270095859205405,12.3,29.85221790682265,Old World
Italy,2016,Albaranzeuli Nero,red,27.51050418909465,12.3,338.37920152586423,Old World
Italy,2016,Albarola,white,95.25530169952616,12.3,1171.640210904172,Old World
Italy,2016,Albarossa,red,69.56793754372488,12.3,855.6856317878161,Old World
Italy,2016,Aleatico,red,149.02655925410278,12.3,1833.0266788254644,Old World
Italy,2016,Alicante Henri Bouschet,red,285.9107266877382,12.3,3516.70193825918,Old World
Italy,2016,Alionza,white,8.56509882554138,12.3,105.35071555415898,Old World
Italy,2016,Ancellotta,red,1699.991410020698,12.3,20909.89434325459,Old World
Italy,2016,Arneis,white,1108.2382729227952,12.3,13631.33075695038,Old World
Italy,2016,Arvesiniadu,white,12.589533874317286,12.3,154.85126665410263,Old World
Italy,2016,Arvine,white,14.126925680738152,12.3,173.76118587307928,Old World
Italy,2016,Avana,red,18.461341227513405,12.3,227.0744970984149,Old World
Italy,2016,Avarengo,red,153.19325876181333,12.3,1884.277082770304,Old World
Italy,2016,Baratuciat,white,1.747250540485767,12.3,21.491181647974937,Old World
Italy,2016,Barbera,red,15006.391975695858,12.3,184578.62130105903,Old World
Italy,2016,Barbera Bianca,white,114.29834549951543,12.3,1405.86964964404,Old World
Italy,2016,Barbera Sarda,red,69.71796098303456,12.3,857.5309200913251,Old World
Italy,2016,Barsaglina,red,8.506393870207628,12.3,104.62864460355382,Old World
Italy,2016,Bellone,white,184.02775803188644,12.3,2263.541423792203,Old World
Italy,2016,Biancame,white,1336.040725545057,12.3,16433.300924204203,Old World
Italy,2016,Bianchetta Trevigiana,white,11.568056354405996,12.3,142.28709315919377,Old World
Italy,2016,Bianco d'Alessano,white,38.28281646836044,12.3,470.8786425608334,Old World
Italy,2016,Biancolella,white,22.62091281094508,12.3,278.2372275746245,Old World
Italy,2016,Biancone di Portoferraio,white,30.678752899163023,12.3,377.3486606597052,Old World
Italy,2016,Blauer Portugieser,red,51.18453044120336,12.3,629.5697244268014,Old World
Italy,2016,Blauer Wildbacher,red,2.8514982649120726,12.3,35.07342865841849,Old World
Italy,2016,Blaufränkisch,red,27.705174070236133,12.3,340.77364106390445,Old World
Italy,2016,Bombino Bianco,white,1137.765552235329,12.3,13994.51629249455,Old World
Italy,2016,Bombino Nero,red,865.3389188220497,12.3,10643.668701511211,Old World
Italy,2016,Bonamico,red,12.221741974187053,12.3,150.32742628250077,Old World
Italy,2016,Bonarda Piemontese,red,5926.38739904458,12.3,72894.56500824833,Old World
Italy,2016,Bonda,red,7.437155484258402,12.3,91.47701245637836,Old World
Italy,2016,Bosco,white,49.64674139662403,12.3,610.6549191784756,Old World
Italy,2016,Bracciola Nera,red,3.603993173537616,12.3,44.32911603451268,Old World
Italy,2016,Brachetto del Piemonte,red,1691.8887338912334,12.3,20810.23142686217,Old World
Italy,2016,Bric,red,1.4201088211601256,12.3,17.467338500269545,Old World
Italy,2016,Bronner,white,1.6545596484770158,12.3,20.351083676267294,Old World
Italy,2016,Bussanello,white,3.054333260234808,12.3,37.56829910088814,Old World
Italy,2016,Cabernet Franc,red,5589.6317289285325,12.3,68752.47026582096,Old World
Italy,2016,Cabernet Sauvignon,red,14240.375584861147,12.3,175156.61969379213,Old World
Italy,2016,Caddiu,red,83.46825194045208,12.3,1026.6594988675606,Old World
Italy,2016,Caloria,red,45.3520587957882,12.3,557.8303231881949,Old World
Italy,2016,Canaiolo Nero,red,1031.130946716617,12.3,12682.91064461439,Old World
Italy,2016,Capolongo,white,0.491736397717765,12.3,6.04835769192851,Old World
Italy,2016,Carica l'Asino,white,5.464924199676465,12.3,67.21856765602053,Old World
Italy,2016,Carmenère,red,634.5686666593457,12.3,7805.194599909953,Old World
Italy,2016,Carricante,white,34.835685830389664,12.3,428.4789357137929,Old World
Italy,2016,Casavecchia,red,86.44831184553075,12.3,1063.3142357000283,Old World
Italy,2016,Casetta,red,13.565505992761333,12.3,166.8557237109644,Old World
Italy,2016,Castiglione,red,4.371620378783797,12.3,53.77093065904071,Old World
Italy,2016,Catalanesca,white,6.85364034326655,12.3,84.29977622217856,Old World
Italy,2016,Catanese Nero,red,6.865452146835361,12.3,84.44506140607494,Old World
Italy,2016,Catarratto Bianco,white,28563.017951835373,12.3,351325.1208075751,Old World
Italy,2016,Cavrara,red,1.4401718471186498,12.3,17.714113719559393,Old World
Italy,2016,Cellerina,red,1.6003437179181317,12.3,19.684227730393022,Old World
Italy,2016,Centesimino,red,25.01876036640511,12.3,307.7307525067829,Old World
Italy,2016,Cesanese,red,445.8705832552947,12.3,5484.208174040125,Old World
Italy,2016,Chardonnay,white,19768.684959426584,12.3,243154.825000947,Old World
Italy,2016,Chasselas,white,11.436919895011258,12.3,140.67411470863848,Old World
Italy,2016,Chatus,red,9.000628429268088,12.3,110.7077296799975,Old World
Italy,2016,Chenin Blanc,white,7.041584403987137,12.3,86.61148816904179,Old World
Italy,2016,Cianorie,red,1.324628121443473,12.3,16.292925893754717,Old World
Italy,2016,Ciliegiolo,red,896.5052908015266,12.3,11027.015076858776,Old World
Italy,2016,Cinsaut,red,4.055294786500383,12.3,49.88012587395471,Old World
Italy,2016,Cividin,white,4.232942384064299,12.3,52.06519132399088,Old World
Italy,2016,Clairette,white,25.012715044955076,12.3,307.6563950529474,Old World
Italy,2016,Cococciola,white,1670.7477550734177,12.3,20550.19738740304,Old World
Italy,2016,Coda di Volpe Bianca,white,76.75748117927479,12.3,944.11701850508,Old World
Italy,2016,Colombana Nera,red,16.482649306405577,12.3,202.7365864687886,Old World
Italy,2016,Corbina Vicentina,red,12.25285237883003,12.3,150.71008425960937,Old World
Italy,2016,Cordenossa,red,1.7361888809557335,12.3,21.355123235755524,Old World
Italy,2016,Cornalin,red,9.105278871272846,12.3,111.994930116656,Old World
Italy,2016,Cornarea,red,8.094011280849129,12.3,99.5563387544443,Old World
Italy,2016,Cortese,white,2404.9845760068933,12.3,29581.31028488479,Old World
Italy,2016,Corvina Veronese,red,6221.695560521823,12.3,76526.85539441842,Old World
Italy,2016,Corvinone,red,1140.062148083795,12.3,14022.764421430677,Old World
Italy,2016,Cove,white,6.102007295228028,12.3,75.05468973130475,Old World
Italy,2016,Croatina,red,2678.2541293198487,12.3,32942.52579063414,Old World
Italy,2016,Crovassa,red,0.2647359457659184,12.3,3.2562521329207974,Old World
Italy,2016,Côt,red,178.21314358449015,12.3,2192.021666089229,Old World
Italy,2016,Damaschino,white,52.33118512300483,12.3,643.6735770129594,Old World
Italy,2016,Dindarella,red,5.020045045833038,12.3,61.74655406374637,Old World
Italy,2016,Diolinoir,red,2.1130952988138456,12.3,25.991072175410302,Old World
Italy,2016,Dolcetto,red,4381.245366293478,12.3,53889.318005409776,Old World
Italy,2016,Dolciame,white,6.004900262038481,12.3,73.86027322307332,Old World
Italy,2016,Douce Noire,red,629.8802297686996,12.3,7747.526826155005,Old World
Italy,2016,Doux d'Henry,red,6.114635452269698,12.3,75.21001606291729,Old World
Italy,2016,Drupeggio,white,81.03157391701097,12.3,996.688359179235,Old World
Italy,2016,Durella,white,480.1086482657535,12.3,5905.336373668768,Old World
Italy,2016,Enantio,red,177.7315049806011,12.3,2186.0975112613937,Old World
Italy,2016,Erbaluce,white,315.7107669534832,12.3,3883.242433527843,Old World
Italy,2016,Erbamat,white,1.5353450718013912,12.3,18.884744383157116,Old World
Italy,2016,Ervi,red,3.399156473032972,12.3,41.80962461830556,Old World
Italy,2016,Falanghina,white,322.7635984245143,12.3,3969.9922606215264,Old World
Italy,2016,Falanghina Flegrea,white,3634.0,12.3,44698.2,Old World
Italy,2016,Fenile,white,0.8125444748587387,12.3,9.994297040762486,Old World
Italy,2016,Fertilia,red,2.039528784070171,12.3,25.086204044063106,Old World
Italy,2016,Fiano,white,2086.694833813994,12.3,25666.346455912128,Old World
Italy,2016,Flavis,white,2.643942973099667,12.3,32.520498569125905,Old World
Italy,2016,Fogarina,red,2.9581073672479854,12.3,36.38472061715022,Old World
Italy,2016,Foglia Tonda,red,68.33204229664092,12.3,840.4841202486833,Old World
Italy,2016,Forastera,white,8.381301106875975,12.3,103.0900036145745,Old World
Italy,2016,Forgiarin,red,2.790993617033566,12.3,34.32922148951286,Old World
Italy,2016,Forsellina,red,6.5913137962429404,12.3,81.07315969378817,Old World
Italy,2016,Fortana,red,469.4409751689147,12.3,5774.123994577651,Old World
Italy,2016,Francavidda,white,1.5513362758608709,12.3,19.081436193088717,Old World
Italy,2016,Frappato,red,579.7581893977567,12.3,7131.025729592408,Old World
Italy,2016,Freisa,red,514.0000294703194,12.3,6322.200362484929,Old World
Italy,2016,Fubiano,white,2.370633449875555,12.3,29.158791433469325,Old World
Italy,2016,Fumin,red,25.052679716900624,12.3,308.14796051787766,Old World
Italy,2016,Gaglioppo,red,4625.733614693141,12.3,56896.52346072564,Old World
Italy,2016,Gamaret,red,10.115675298779896,12.3,124.42280617499272,Old World
Italy,2016,Gamay Noir,red,63.890008023335575,12.3,785.8470986870276,Old World
Italy,2016,Gamba Rossa,red,0.4778697038283633,12.3,5.87779735708887,Old World
Italy,2016,Garanoir,red,3.9332005723786336,12.3,48.3783670402572,Old World
Italy,2016,Garganega,white,8521.626573515758,12.3,104816.00685424382,Old World
Italy,2016,Garnacha Tinta,red,5420.939931046715,12.3,66677.5611518746,Old World
Italy,2016,Gewürztraminer,white,1320.970160574305,12.3,16247.932975063954,Old World
Italy,2016,Ginestra,white,0.5057867883703525,12.3,6.221177496955336,Old World
Italy,2016,Giro Nero,red,136.22918216800355,12.3,1675.6189406664437,Old World
Italy,2016,Goldtraminer,white,4.853849478788335,12.3,59.70234858909652,Old World
Italy,2016,Gosen,red,0.0905343841592954,12.3,1.1135729251593336,Old World
Italy,2016,Graciano,red,436.60422149906617,12.3,5370.231924438514,Old World
Italy,2016,Grapariol,white,2.3302113139400302,12.3,28.661599161462373,Old World
Italy,2016,Graševina,white,1258.842355865541,12.3,15483.76097714616,Old World
Italy,2016,Grechetto Rosso,red,34.91664030410486,12.3,429.4746757404898,Old World
Italy,2016,Grechetto di Orvieto,white,1823.583823637896,12.3,22430.08103074612,Old World
Italy,2016,Greco,white,20.381499977168914,12.3,250.6924497191777,Old World
Italy,2016,Greco Bianco,white,2050.3525272079264,12.3,25219.336084657494,Old World
Italy,2016,Greco Nero,red,80.36268639001251,12.3,988.461042597154,Old World
Italy,2016,Grignolino,red,911.2411827450264,12.3,11208.266547763826,Old World
Italy,2016,Grillo,white,7381.541687046119,12.3,90792.96275066728,Old World
Italy,2016,Groppello Gentile,red,78.22825489846079,12.3,962.2075352510676,Old World
Italy,2016,Groppello di Mocasina,red,24.25078306263631,12.3,298.2846316704266,Old World
Italy,2016,Groppello di Revo,red,11.840505950946849,12.3,145.63822319664624,Old World
Italy,2016,Grüner Veltliner,white,55.02174349277051,12.3,676.7674449610773,Old World
Italy,2016,Guardavalle,white,15.800565078692202,12.3,194.3469504679141,Old World
Italy,2016,Hrvatica,red,53.170926489277136,12.3,654.0023958181088,Old World
Italy,2016,Impigno,white,1.7032233846829468,12.3,20.949647631600246,Old World
Italy,2016,Incrocio Bianco Fedit 51,white,0.821710843058175,12.3,10.107043369615551,Old World
Italy,2016,Incrocio Bruni 54,white,3.473164188193837,12.3,42.7199195147842,Old World
Italy,2016,Incrocio Manzoni 2.15,red,71.69290512155787,12.3,881.8227329951619,Old World
Italy,2016,Incrocio Terzi 1,red,12.102380759395,12.3,148.85928334055848,Old World
Italy,2016,Invernenga,white,4.931713567200699,12.3,60.6600768765686,Old World
Italy,2016,Inzolia,white,4740.058042242365,12.3,58302.713919581096,Old World
Italy,2016,Italica,white,47.30324901280717,12.3,581.8299628575282,Old World
Italy,2016,Kerner,white,16.0243844831401,12.3,197.09992914262324,Old World
Italy,2016,Korinthiaki,red,17.07086616655873,12.3,209.9716538486724,Old World
Italy,2016,Königin der Weingärten,white,8.842323958782888,12.3,108.76058469302951,Old World
Italy,2016,Lacrima di Morro d'Alba,red,252.04952227015,12.3,3100.209123922845,Old World
Italy,2016,Lagarino Bianco,white,5.5908607330337246,12.3,68.76758701631482,Old World
Italy,2016,Lagrein,red,227.29766382148784,12.3,2795.7612650043006,Old World
Italy,2016,Lambrusca di Alessandria,red,58.47752627729393,12.3,719.2735732107154,Old World
Italy,2016,Lambrusco Barghi,red,2.6811953360112835,12.3,32.97870263293879,Old World
Italy,2016,Lambrusco Grasparossa,red,943.4136559065348,12.3,11603.98796765038,Old World
Italy,2016,Lambrusco Maestri,red,5609.518489451304,12.3,68997.07742025104,Old World
Italy,2016,Lambrusco Marani,red,1074.195103543997,12.3,13212.599773591164,Old World
Italy,2016,Lambrusco Montericco,red,25.48506270243804,12.3,313.46627123998786,Old World
Italy,2016,Lambrusco Oliva,red,104.20202071002156,12.3,1281.6848547332654,Old World
Italy,2016,Lambrusco Salamino,red,6227.639676725931,12.3,76599.96802372896,Old World
Italy,2016,Lambrusco Viadanese,red,58.824024344437646,12.3,723.5354994365831,Old World
Italy,2016,Lambrusco di Sorbara,red,857.617995666909,12.3,10548.70134670298,Old World
Italy,2016,Lecinaro,red,0.4428303403913159,12.3,5.446813186813186,Old World
Italy,2016,Lumassina,white,36.7432442856351,12.3,451.94190471331177,Old World
Italy,2016,Maceratino,white,38.64171377863212,12.3,475.2930794771751,Old World
Italy,2016,Magliocco Canino,red,679.0152387477108,12.3,8351.887436596842,Old World
Italy,2016,Magliocco Dolce,red,51.29500405582896,12.3,630.9285498866961,Old World
Italy,2016,Maiolica,red,12.693156659127832,12.3,156.12582690727237,Old World
Italy,2016,Maiolina,red,0.38555046240098,12.3,4.742270687532055,Old World
Italy,2016,Malbo Gentile,red,218.5407515765508,12.3,2688.0512443915745,Old World
Italy,2016,Malvasia Bianca Lunga,white,1247.2855360808478,12.3,15341.612093794429,Old World
Italy,2016,Malvasia Bianca di Basilicata,white,31.927827443660497,12.3,392.71227755702415,Old World
Italy,2016,Malvasia Bianca di Candia,white,9027.587050470518,12.3,111039.32072078738,Old World
Italy,2016,Malvasia Nera Lunga,red,13.858130235591233,12.3,170.45500189777215,Old World
Italy,2016,Malvasia Nera di Basilicata,red,39.16120695673767,12.3,481.6828455678734,Old World
Italy,2016,Malvasia Nera di Brindisi,red,1247.2219800538526,12.3,15340.830354662388,Old World
Italy,2016,Malvasia del Lazio,white,679.787768235957,12.3,8361.38954930227,Old World
Italy,2016,Malvasia di Candia Aromatica,white,1087.2362211837897,12.3,13373.005520560611,Old World
Italy,2016,Malvasia di Casorzo,red,98.65802595928412,12.3,1213.4937192991947,Old World
Italy,2016,Malvasia di Lipari,white,106.34146953038164,12.3,1308.0000752236942,Old World
Italy,2016,Malvasia di Schierano,red,82.11418734920797,12.3,1010.004504395258,Old World
Italy,2016,Malvazija Istarska,white,272.3519235046075,12.3,3349.9286591066725,Old World
Italy,2016,Mammolo,red,26.277968666683485,12.3,323.2190146002069,Old World
Italy,2016,Manzoni Bianco,white,338.7528321567828,12.3,4166.659835528429,Old World
Italy,2016,Manzoni Moscato,red,19.26957891697245,12.3,237.01582067876117,Old World
Italy,2016,Manzoni Rosa,grey_or_gris,22.55938625308475,12.3,277.48045091294244,Old World
Italy,2016,Marsanne,white,47.49944191874119,12.3,584.2431356005167,Old World
Italy,2016,Marzemina Bianca,white,54.56500198620145,12.3,671.1495244302779,Old World
Italy,2016,Marzemino,red,784.938272699387,12.3,9654.74075420246,Old World
Italy,2016,Maturana Blanca,white,2.299783638153383,12.3,28.28733874928661,Old World
Italy,2016,Mayolet,red,5.75015328604793,12.3,70.72688541838954,Old World
Italy,2016,Mazuelo,red,1686.1892153702793,12.3,20740.12734905444,Old World
Italy,2016,Mazzese,red,57.23168094852345,12.3,703.9496756668384,Old World
Italy,2016,Melara,white,1.4998200460367292,12.3,18.44778656625177,Old World
Italy,2016,Merlese,red,7.731329632351604,12.3,95.09535447792474,Old World
Italy,2016,Merlot,red,24057.015685443068,12.3,295901.29293094977,Old World
Italy,2016,Minella Bianca,white,19.158572760867752,12.3,235.65044495867335,Old World
Italy,2016,Molinara,red,604.6896471231191,12.3,7437.682659614366,Old World
Italy,2016,Mondeuse Noire,red,0.7613342580377921,12.3,9.364411373864844,Old World
Italy,2016,Monica Nera,red,1202.9589020572444,12.3,14796.394495304106,Old World
Italy,2016,Montepulciano,red,32724.02456767424,12.3,402505.5021823932,Old World
Italy,2016,Montonico Bianco,white,567.3182463883401,12.3,6978.014430576583,Old World
Italy,2016,Moradella,red,1.3718768316547802,12.3,16.874085029353797,Old World
Italy,2016,Morone,red,7.276065510426313,12.3,89.49560577824366,Old World
Italy,2016,Moscatello Selvatico,white,4.948646545531248,12.3,60.86835251003435,Old World
Italy,2016,Moscato Giallo,white,1108.1926984478755,12.3,13630.77019090887,Old World
Italy,2016,Moscato Rosa del Trentino,red,38.62113730953416,12.3,475.03998890727024,Old World
Italy,2016,Moscato di Scanzo,red,9.50018231041893,12.3,116.85224241815284,Old World
Italy,2016,Moscato di Terracina,white,22.16642393152472,12.3,272.6470143577541,Old World
Italy,2016,Mostosa,white,15.648217378913223,12.3,192.47307376063264,Old World
Italy,2016,Muscat Blanc à Petits Grains,white,13334.133825128196,12.3,164009.84604907682,Old World
Italy,2016,Muscat Ottonel,white,0.0062628664211777,12.3,0.0770332569804857,Old World
Italy,2016,Muscat of Alexandria,white,1374.6708376385204,12.3,16908.451302953803,Old World
Italy,2016,Muscat of Hamburg,red,22.031640743295945,12.3,270.98918114254013,Old World
Italy,2016,Müller-Thurgau,white,1296.1255732971742,12.3,15942.344551555245,Old World
Italy,2016,Nascetta,white,17.0153225277616,12.3,209.2884670914677,Old World
Italy,2016,Nasco,white,91.09752695860506,12.3,1120.4995815908424,Old World
Italy,2016,Nebbiera,red,8.681644713319328,12.3,106.78422997382772,Old World
Italy,2016,Nebbiolo,red,7551.288209040331,12.3,92880.84497119609,Old World
Italy,2016,Negretto,red,35.18045011224555,12.3,432.7195363806203,Old World
Italy,2016,Negroamaro,red,11430.732750241748,12.3,140598.01282797352,Old World
Italy,2016,Ner d'Ala,red,10.020912295691616,12.3,123.25722123700687,Old World
Italy,2016,Nerello Cappuccio,red,124.83137160998484,12.3,1535.4258708028135,Old World
Italy,2016,Nerello Mascalese,red,1804.9592975164005,12.3,22200.999359451725,Old World
Italy,2016,Neretta Cuneese,red,119.4600205845226,12.3,1469.3582531896282,Old World
Italy,2016,Neretto di Bairo,red,18.57259317995964,12.3,228.4428961135036,Old World
Italy,2016,Nero Buono di Cori,red,57.89418933978179,12.3,712.0985288793161,Old World
Italy,2016,Nero d'Avola,red,14128.542588787825,12.3,173781.07384209026,Old World
Italy,2016,Nero di Troia,red,2512.305742957109,12.3,30901.360638372447,Old World
Italy,2016,Neyret,red,12.459178905268354,12.3,153.24790053480078,Old World
Italy,2016,Nieddera,red,90.75726089988817,12.3,1116.3143090686244,Old World
Italy,2016,Nigra,red,1.0976482843783766,12.3,13.501073897854033,Old World
Italy,2016,Nocera,red,5.034297715145131,12.3,61.92186189628512,Old World
Italy,2016,Nosiola,white,64.71267858534313,12.3,795.9659465997205,Old World
Italy,2016,Notardomenico,red,9.21542771542407,12.3,113.34976089971607,Old World
Italy,2016,Nuragus,white,1008.2654497705478,12.3,12401.665032177738,Old World
Italy,2016,Orpicchio,white,0.0204832583116551,12.3,0.2519440772333577,Old World
Italy,2016,Ortrugo,white,709.3251646753373,12.3,8724.699525506649,Old World
Italy,2016,Oseleta,red,16.042398635421357,12.3,197.3215032156827,Old World
Italy,2016,Pallagrello Bianco,white,5.595038157276537,12.3,68.81896933450142,Old World
Italy,2016,Pallagrello Nero,red,106.6046276841796,12.3,1311.236920515409,Old World
Italy,2016,Pampanaro,white,0.7532000259397799,12.3,9.264360319059293,Old World
Italy,2016,Pampanuto,white,32.50386235290821,12.3,399.797506940771,Old World
Italy,2016,Paolina,white,0.120463909593548,12.3,1.4817060880006403,Old World
Italy,2016,Parraleta,red,95.62466017111224,12.3,1176.183320104681,Old World
Italy,2016,Pascale,red,289.15089816835024,12.3,3556.556047470708,Old World
Italy,2016,Passau,red,3.4198555372262005,12.3,42.06422310788227,Old World
Italy,2016,Passerina,white,932.5459050948458,12.3,11470.314632666605,Old World
Italy,2016,Pavana,red,19.784567986937247,12.3,243.35018623932817,Old World
Italy,2016,Pecorello,white,9.187294871738636,12.3,113.00372692238524,Old World
Italy,2016,Pecorino,white,1627.9998561204734,12.3,20024.398230281826,Old World
Italy,2016,Pelaverga,red,46.10084742874961,12.3,567.0404233736202,Old World
Italy,2016,Pelaverga Piccolo,red,5.677895931383849,12.3,69.83811995602134,Old World
Italy,2016,Pepella,white,0.2004343438925667,12.3,2.4653424298785707,Old World
Italy,2016,Perera,white,1.8830227230404104,12.3,23.16117949339705,Old World
Italy,2016,Perla dei Vivi,red,0.5769553187243452,12.3,7.096550420309447,Old World
Italy,2016,Perricone,red,79.71584498504039,12.3,980.5048933159968,Old World
Italy,2016,Persan,red,2.8242380927724,12.3,34.738128541100515,Old World
Italy,2016,Petit Manseng,white,4.333523189641054,12.3,53.30233523258497,Old World
Italy,2016,Petit Rouge,red,68.16482741403175,12.3,838.4273771925906,Old World
Italy,2016,Petit Verdot,red,295.6231733999369,12.3,3636.165032819224,Old World
Italy,2016,Piccola Nera,grey_or_gris,5.5450565499337285,12.3,68.20419556418487,Old World
Italy,2016,Picolit,white,121.06707020496404,12.3,1489.1249635210577,Old World
Italy,2016,Piculit Neri,red,8.197034894443219,12.3,100.8235292016516,Old World
Italy,2016,Piedirosso,red,592.6404345279976,12.3,7289.477344694371,Old World
Italy,2016,Pignola Valtellinese,red,27.782828384231564,12.3,341.72878912604824,Old World
Italy,2016,Pignoletto,white,1174.1241037397656,12.3,14441.726475999118,Old World
Italy,2016,Pignolo,red,50.1614304893149,12.3,616.9855950185733,Old World
Italy,2016,Pinella,white,66.22884776108067,12.3,814.6148274612923,Old World
Italy,2016,Pinot Blanc,white,2337.442677316381,12.3,28750.544930991487,Old World
Italy,2016,Pinot Gris,grey_or_gris,18820.711968456268,12.3,231494.7572120121,Old World
